sta_re1,sta_re2,sta_re3,sta_re4,sta_re5,sta_re6,sta_re7,sta_re8,sta_re9,sta_re10,sta_re11,sta_re12,sta_re13,sta_re14,sta_re15,sta_re16,sta_re17
上证红利,6.57,-74.34,-72.28,338.66,17.91,12,11,26.87,0.37,290,1.72,0.60,87.22,0.24,52.27,2021-05-06
上证红利-择时,19.45,-32.03,-25.11,200.01,26.50,12,9,26.84,0.80,564,1.72,13.55,83.52,0.72,52.07,做多
上证50,7.44,-72.41,-71.54,316.73,17.79,19,9,26.39,0.40,622,1.69,2.65,78.13,0.28,50.94,2021-05-06
上证50-择时,7.19,-53.86,-44.23,152.07,11.06,16,12,26.39,0.40,1277,1.69,6.04,44.66,0.27,50.91,做多
上证中型企业,4.31,-71.02,-64.08,206.67,9.48,17,10,29.39,0.29,962,1.88,5.84,51.51,0.15,55.82,2021-05-06
上证中型企业-择时,18.34,-40.13,-32.23,187.00,21.99,17,9,29.36,0.72,927,1.88,15.32,67.58,0.62,53.74,做多
上证流通,3.50,-53.06,-45.89,172.08,7.42,9,8,22.35,0.27,883,1.43,3.62,35.57,0.16,52.63,2021-05-06
上证流通-择时,6.91,-35.12,-29.68,172.03,11.35,9,9,22.35,0.41,435,1.43,3.90,44.06,0.31,51.80,做多
上证100,12.06,-73.32,-68.00,246.92,22.91,17,11,28.49,0.54,1708,1.82,6.54,107.15,0.42,54.89,2021-05-06
上证100-择时,20.11,-60.16,-41.77,203.03,28.65,17,14,28.47,0.79,422,1.82,13.61,102.87,0.71,53.63,做多
上证150,8.92,-72.22,-63.14,326.39,22.69,17,10,30.62,0.43,983,1.96,4.92,110.25,0.29,56.58,2021-05-06
上证150-择时,32.86,-42.65,-34.80,376.62,45.98,17,9,30.56,1.08,794,1.96,25.95,107.47,1.08,55.39,做空
沪深300,7.39,-72.30,-70.85,314.32,17.16,12,10,25.77,0.41,1034,1.65,1.31,80.79,0.29,52.62,2021-05-06
沪深300-择时,14.07,-45.88,-28.66,182.53,18.84,12,12,25.76,0.64,1294,1.65,5.63,71.62,0.55,51.94,做多
中证1000,12.14,-72.51,-65.18,288.29,26.04,17,10,31.15,0.53,929,1.99,11.60,111.82,0.39,56.31,2021-05-06
中证1000-择时,24.35,-49.22,-37.48,328.87,38.06,17,9,31.12,0.86,792,1.99,22.37,102.27,0.78,54.10,做多
中证流通,12.14,-71.48,-69.13,278.36,21.14,17,10,27.49,0.56,1752,1.76,4.32,99.90,0.44,55.03,2021-05-06
中证流通-择时,21.06,-39.35,-30.97,179.70,28.42,17,12,27.47,0.83,446,1.76,14.81,95.45,0.77,54.09,做多
中证100,9.64,-71.72,-70.94,324.66,18.52,13,10,25.68,0.49,513,1.64,2.67,77.59,0.38,51.97,2021-05-06
中证100-择时,12.17,-40.64,-35.93,188.75,17.01,11,12,25.67,0.58,920,1.64,9.62,51.46,0.47,51.38,做多
中证200,11.12,-73.77,-70.47,304.97,24.57,17,10,29.12,0.51,1763,1.86,5.59,108.19,0.38,54.40,2021-05-06
中证200-择时,22.10,-50.64,-37.17,248.76,33.94,17,11,29.09,0.83,437,1.86,18.04,96.89,0.76,53.21,做多
中证500,12.27,-72.42,-65.56,251.29,25.12,17,10,30.26,0.54,1679,1.94,8.48,112.35,0.41,56.04,2021-05-06
中证500-择时,16.03,-64.82,-42.00,273.61,28.71,17,11,30.25,0.64,775,1.94,10.46,92.70,0.53,53.87,做多
中证800,10.95,-71.76,-69.85,292.94,22.77,11,10,26.88,0.52,1847,1.72,6.70,96.01,0.41,53.86,2021-05-06
中证800-择时,22.83,-34.64,-25.55,190.69,31.55,10,9,26.85,0.90,795,1.72,12.34,107.89,0.85,53.10,做多
中证700,11.69,-73.16,-68.27,273.41,24.77,17,10,29.46,0.52,1740,1.89,6.35,109.45,0.40,55.23,2021-05-06
中证700-择时,16.91,-59.91,-42.05,209.83,26.93,17,11,29.45,0.68,438,1.89,14.48,85.27,0.57,53.21,做多
中证红利,10.47,-72.13,-68.73,359.18,22.47,12,10,26.99,0.50,1850,1.73,5.14,96.13,0.39,53.44,2021-05-06
中证红利-择时,20.46,-37.43,-30.01,217.95,28.55,12,11,26.97,0.83,501,1.73,11.82,88.56,0.76,53.16,做多
深证成指,6.92,-70.98,-70.31,349.16,15.36,13,10,27.33,0.38,1350,1.75,-0.19,73.12,0.25,51.75,2021-05-06
深证成指-择时,11.14,-64.54,-43.14,202.66,18.20,13,11,27.33,0.52,1358,1.75,4.87,72.65,0.41,52.33,做多
深证深成指R,7.28,-70.68,-70.01,353.65,15.83,13,10,27.34,0.39,1851,1.75,-0.12,73.03,0.27,51.70,2021-05-06
深证深成指R-择时,10.97,-62.71,-43.74,204.38,18.12,13,11,27.34,0.52,1357,1.75,5.91,72.79,0.40,51.96,做多
深证100R,13.06,-71.28,-69.90,331.76,23.55,14,10,27.65,0.58,1847,1.77,6.10,93.66,0.47,52.93,2021-05-06
深证100R-择时,17.71,-46.49,-38.61,194.13,24.41,14,12,27.64,0.73,1220,1.77,11.83,81.28,0.64,52.69,做多
深证中小板指,14.42,-67.37,-61.09,187.97,21.51,17,10,29.32,0.61,1057,1.88,10.76,91.13,0.49,54.69,2021-05-06
深证中小板指-择时,14.73,-48.99,-35.61,179.83,24.12,17,12,29.32,0.62,729,1.88,6.13,101.15,0.50,53.06,做多
创业板指,11.21,-69.74,-47.31,197.24,16.85,9,9,30.89,0.50,651,1.98,3.42,75.67,0.36,51.94,2021-05-06
创业板指-择时,11.56,-53.50,-42.55,304.72,19.16,9,13,30.89,0.51,727,1.98,3.28,75.70,0.37,51.30,做多
深证300,4.78,-59.03,-45.74,162.86,8.18,11,9,25.23,0.31,1053,1.61,3.64,43.49,0.19,52.54,2021-05-06
深证300-择时,-0.04,-50.33,-45.02,107.04,4.27,10,11,25.23,0.12,824,1.62,-2.14,33.39,-0.00,51.32,做多
中小300,4.85,-64.46,-44.91,171.64,8.01,11,8,26.20,0.31,1041,1.68,3.77,42.32,0.19,53.29,2021-05-06
中小300-择时,6.96,-50.86,-36.01,192.93,14.39,9,10,26.20,0.39,490,1.68,4.18,50.15,0.27,52.22,做多
深证200,10.50,-74.01,-67.77,240.85,22.86,17,10,30.40,0.48,1723,1.95,9.40,101.21,0.35,55.35,2021-05-06
深证200-择时,22.04,-54.15,-37.75,268.42,36.54,17,9,30.38,0.81,732,1.94,10.32,136.41,0.73,53.73,做多
深证700,12.45,-68.97,-63.32,273.15,25.87,17,10,30.16,0.54,916,1.93,12.42,106.07,0.41,55.81,2021-05-06
深证700-择时,20.16,-62.39,-46.22,272.88,33.99,17,12,30.14,0.76,340,1.93,16.82,109.57,0.67,53.54,做空
深证1000,12.37,-71.92,-68.75,279.17,24.76,17,10,28.75,0.55,1738,1.84,8.12,104.19,0.43,54.88,2021-05-06
深证1000-择时,17.26,-53.55,-34.54,185.37,27.86,17,11,28.74,0.70,508,1.84,11.18,97.88,0.60,53.77,做多
深证创业300,18.18,-70.20,-45.70,222.28,20.92,9,8,31.06,0.69,137,1.99,16.36,73.25,0.59,52.47,2021-05-06
深证创业300-择时,2.92,-65.94,-38.35,305.61,16.57,9,11,31.09,0.25,442,1.99,-7.81,131.81,0.09,50.69,做多
深市精选,10.69,-58.52,-43.44,156.75,9.73,10,9,25.66,0.53,22,1.64,4.58,40.45,0.42,53.82,2021-05-06
深市精选-择时,2.42,-50.80,-42.78,106.68,8.12,10,10,25.67,0.22,81,1.64,1.69,52.26,0.09,50.56,做多
深证中小创新,-3.26,-69.41,-44.30,54.62,-3.01,9,8,29.36,0.04,7,1.88,-5.71,26.06,-0.11,52.82,2021-05-06
深证中小创新-择时,-2.34,-58.00,-43.19,73.48,-3.46,8,10,29.36,0.07,10,1.88,-3.46,21.72,-0.08,49.87,做空
深证A指,8.29,-71.06,-67.62,261.56,15.72,17,10,27.01,0.43,1723,1.73,0.82,79.26,0.31,54.25,2021-05-06
深证A指-择时,19.14,-61.85,-42.22,177.88,26.10,17,11,26.99,0.78,729,1.73,14.34,85.07,0.71,53.94,做多
深证B指,12.97,-72.36,-72.27,384.21,21.40,12,10,27.21,0.58,1356,1.74,4.70,97.39,0.48,53.35,2021-05-06
深证B指-择时,23.19,-50.41,-44.78,264.45,30.83,12,11,27.19,0.90,363,1.74,21.66,78.71,0.85,52.07,做空
深信用债,5.13,-1.48,1.59,10.41,5.38,85,7,0.73,6.88,144,0.05,5.25,9.15,7.04,77.70,2021-05-06
深信用债-择时,5.45,-0.51,2.18,10.79,5.63,85,6,0.72,7.39,75,0.05,5.30,9.44,7.58,77.34,做多
深公司债,5.17,-1.63,1.52,10.49,5.43,40,10,0.74,6.81,144,0.05,5.37,9.17,6.97,76.57,2021-05-06
深公司债-择时,5.43,-0.76,2.12,10.69,5.61,40,7,0.74,7.19,95,0.05,5.49,9.12,7.38,76.77,做多
深证ETF,8.80,-45.47,-40.15,143.84,12.86,11,9,23.81,0.47,1235,1.52,7.38,43.24,0.37,51.40,2021-05-06
深证ETF-择时,-0.65,-50.61,-30.60,119.04,0.72,8,9,23.82,0.09,762,1.53,-2.41,24.28,-0.03,49.56,做多
深证转债,10.17,-55.06,-46.25,67.98,6.27,8,17,22.73,0.54,32,1.46,0.67,30.06,0.45,51.71,2021-05-06
深证转债-择时,8.92,-32.84,-31.16,90.09,9.87,17,10,22.73,0.49,1224,1.46,4.58,40.46,0.39,49.82,做多
深证红利,15.57,-70.31,-69.13,388.15,26.64,12,11,27.79,0.66,2386,1.78,8.52,91.97,0.56,52.57,2021-05-06
深证红利-择时,18.42,-34.36,-33.41,193.21,23.35,12,10,27.79,0.75,724,1.78,13.99,70.82,0.66,52.51,做多
深证100,11.44,-71.56,-70.19,327.81,21.74,14,10,27.65,0.53,1862,1.77,4.63,91.33,0.41,52.89,2021-05-06
深证100-择时,16.78,-51.10,-39.14,182.74,22.95,14,11,27.64,0.70,842,1.77,11.61,74.28,0.61,52.57,做多
深证中小板R,15.34,-67.15,-60.83,189.55,22.44,17,10,29.32,0.63,1053,1.88,11.71,92.63,0.52,54.90,2021-05-06
深证中小板R-择时,15.25,-48.56,-36.08,178.68,24.70,17,12,29.32,0.63,728,1.88,6.76,103.33,0.52,53.12,做多
巨潮大中盘,7.71,-50.28,-45.21,154.05,13.12,12,8,23.18,0.44,430,1.48,9.11,45.82,0.33,52.22,2021-05-06
巨潮大中盘-择时,1.87,-37.41,-25.66,135.70,8.42,12,9,23.19,0.20,517,1.48,3.49,52.02,0.08,48.83,做多
巨潮中小盘,6.97,-67.47,-50.39,196.80,11.64,10,7,26.28,0.39,116,1.68,2.67,45.91,0.27,54.30,2021-05-06
巨潮中小盘-择时,-5.37,-65.35,-42.12,100.94,-2.76,10,12,26.28,-0.08,267,1.68,-7.35,26.79,-0.20,50.70,做多
深证中小红利,16.99,-50.47,-42.64,158.11,20.04,10,9,26.02,0.73,1232,1.67,19.83,45.14,0.65,54.35,2021-05-06
深证中小红利-择时,8.07,-37.20,-30.12,143.42,11.83,10,9,26.04,0.43,282,1.67,1.91,54.71,0.31,51.04,做多
