Date,8801 JT EQUITY,8802 JT EQUITY
2016/4/15,2762.5,2134
2016/4/18,2627,2066
2016/4/19,2716,2107.5
2016/4/20,2741,2142.5
2016/4/21,2863.5,2231
2016/4/22,2966,2285.5
2016/4/25,2985.5,2299
2016/4/26,2911.5,2255.5
2016/4/27,2863,2233
2016/4/28,2725,2121
2016/5/2,2624.5,2081
2016/5/6,2601.5,2073
2016/5/9,2668,2102
2016/5/10,2728.5,2150
2016/5/11,2728.5,2130.5
2016/5/12,2684,2130.5
2016/5/13,2630.5,2108.5
2016/5/16,2627,2078
2016/5/17,2688,2108
2016/5/18,2726.5,2135
2016/5/19,2688.5,2105
2016/5/20,2707.5,2125.5
2016/5/23,2672,2118.5
2016/5/24,2631,2100.5
2016/5/25,2667,2111
2016/5/26,2648,2110
2016/5/27,2654,2093
2016/5/30,2673.5,2125
2016/5/31,2721.5,2139.5
2016/6/1,2686,2089
2016/6/2,2632.5,2040
2016/6/3,2621.5,2046
2016/6/6,2614.5,2027.5
2016/6/7,2627.5,2035.5
2016/6/8,2615.5,2052
2016/6/9,2569.5,2037.5
2016/6/10,2566.5,2029.5
2016/6/13,2472.5,1969
2016/6/14,2448,1954
2016/6/15,2483.5,1961
2016/6/16,2370,1887.5
2016/6/17,2351.5,1861.5
2016/6/20,2456,1912.5
2016/6/21,2507.5,1937.5
2016/6/22,2454,1900.5
2016/6/23,2487.5,1921
2016/6/24,2278,1818.5
2016/6/27,2268.5,1822
2016/6/28,2273,1831.5
2016/6/29,2325,1878
2016/6/30,2331.5,1873
2016/7/1,2305.5,1876
2016/7/4,2321.5,1903
2016/7/5,2304.5,1881
2016/7/6,2180.5,1827
2016/7/7,2135,1790
2016/7/8,2039,1727.5
2016/7/11,2161,1786
2016/7/12,2281.5,1866
2016/7/13,2356,1893
2016/7/14,2346.5,1910.5
2016/7/15,2349.5,1923.5
2016/7/19,2349.5,1934.5
2016/7/20,2366,1980
2016/7/21,2398.5,2007.5
2016/7/22,2354,1982.5
2016/7/25,2374,1988.5
2016/7/26,2295.5,1966.5
2016/7/27,2343,1993
2016/7/28,2300,1979.5
2016/7/29,2253.5,1929
2016/8/1,2262,1984.5
2016/8/2,2222.5,1949
2016/8/3,2093.5,1874
2016/8/4,2116.5,1895
2016/8/5,2164.5,1909.5
2016/8/8,2289,2001
2016/8/9,2290,2000.5
2016/8/10,2252.5,1968.5
2016/8/12,2254,1996.5
2016/8/15,2245,2018.5
2016/8/16,2158.5,1959.5
2016/8/17,2202,1951.5
2016/8/18,2129.5,1939.5
2016/8/19,2100.5,1957
2016/8/22,2114.5,1959.5
2016/8/23,2156,1980.5
2016/8/24,2162,1958.5
2016/8/25,2150,1957
2016/8/26,2108,1920
2016/8/29,2205,1971
2016/8/30,2200.5,1961.5
2016/8/31,2228,1957
2016/9/1,2240,1950
2016/9/2,2249.5,1961.5
2016/9/5,2271,1957.5
2016/9/6,2280,1950
2016/9/7,2273.5,1964.5
2016/9/8,2290,1964
2016/9/9,2315.5,1966.5
2016/9/12,2264,1932.5
2016/9/13,2248.5,1940
2016/9/14,2259,1941.5
2016/9/15,2160.5,1893.5
2016/9/16,2127.5,1860
2016/9/20,2076.5,1873
2016/9/21,2168,1939
2016/9/23,2129,1886
2016/9/26,2113,1838
2016/9/27,2131.5,1864.5
2016/9/28,2080,1842.5
2016/9/29,2125.5,1867
2016/9/30,2135.5,1888
2016/10/3,2128.5,1874
2016/10/4,2125.5,1877
2016/10/5,2120.5,1871.5
2016/10/6,2134,1882.5
2016/10/7,2089,1877
2016/10/11,2086.5,1865
2016/10/12,2067.5,1857.5
2016/10/13,2078,1863
2016/10/14,2085,1853.5
2016/10/17,2124.5,1881.5
2016/10/18,2168.5,1905.5
2016/10/19,2184,1915.5
2016/10/20,2290,1997
2016/10/21,2328,2012.5
2016/10/24,2350.5,2015.5
2016/10/25,2352,2009.5
2016/10/26,2409,2040.5
2016/10/27,2417.5,2092.5
2016/10/28,2391,2096.5
2016/10/31,2390.5,2081.5
2016/11/1,2430.5,2127.5
2016/11/2,2344,2084.5
2016/11/4,2321,2071
2016/11/7,2352.5,2113.5
2016/11/8,2385,2109
2016/11/9,2251.5,2009.5
2016/11/10,2479.5,2169.5
2016/11/11,2506.5,2182
2016/11/14,2612.5,2224
2016/11/15,2610.5,2206.5
2016/11/16,2589.5,2168
2016/11/17,2591,2167.5
2016/11/18,2619,2148
2016/11/21,2684.5,2203
2016/11/22,2709.5,2214
2016/11/24,2770,2272.5
2016/11/25,2694,2240
2016/11/28,2689,2249
2016/11/29,2694.5,2269.5
2016/11/30,2690.5,2305.5
2016/12/1,2744,2337
2016/12/2,2748,2319
2016/12/5,2689,2283
2016/12/6,2745,2309.5
2016/12/7,2772,2325
2016/12/8,2807,2364.5
2016/12/9,2796,2395.5
2016/12/12,2818,2414
2016/12/13,2790.5,2394
2016/12/14,2734,2363
2016/12/15,2768.5,2354.5
2016/12/16,2775,2341
2016/12/19,2747,2336
2016/12/20,2787,2373
2016/12/21,2780.5,2349
2016/12/22,2750.5,2359
2016/12/26,2763,2364.5
2016/12/27,2747.5,2332
2016/12/28,2737.5,2334.5
2016/12/29,2741.5,2331.5
2016/12/30,2705,2327.5
2017/1/4,2816.5,2396
2017/1/5,2782,2385.5
2017/1/6,2793.5,2386.5
2017/1/10,2761.5,2361
2017/1/11,2699.5,2317
2017/1/12,2680.5,2321.5
2017/1/13,2686.5,2335.5
2017/1/16,2639.5,2300.5
2017/1/17,2567.5,2243
2017/1/18,2639.5,2227
2017/1/19,2638,2252
2017/1/20,2646.5,2248
2017/1/23,2614,2196
2017/1/24,2592,2186.5
2017/1/25,2619.5,2174
2017/1/26,2660,2191.5
2017/1/27,2670,2223
2017/1/30,2666.5,2182
2017/1/31,2616.5,2162.5
2017/2/1,2612.5,2159.5
2017/2/2,2557.5,2125
2017/2/3,2575.5,2160
2017/2/6,2590,2149
2017/2/7,2595,2194.5
2017/2/8,2630.5,2202.5
2017/2/9,2633,2228.5
2017/2/10,2719,2324
2017/2/13,2696.5,2291.5
2017/2/14,2678.5,2257.5
2017/2/15,2710.5,2291.5
2017/2/16,2709,2311
2017/2/17,2630,2252.5
2017/2/20,2622.5,2258.5
2017/2/21,2652.5,2275
2017/2/22,2621,2237
2017/2/23,2628,2247.5
2017/2/24,2609,2249.5
2017/2/27,2542.5,2219
2017/2/28,2543,2195
2017/3/1,2566.5,2205
2017/3/2,2614.5,2227.5
2017/3/3,2583,2207
2017/3/6,2551.5,2196
2017/3/7,2540.5,2191
2017/3/8,2542,2187.5
2017/3/9,2539,2177.5
2017/3/10,2572,2214
2017/3/13,2582,2219
2017/3/14,2554.5,2190.5
2017/3/15,2546,2181.5
2017/3/16,2554.5,2184.5
2017/3/17,2518.5,2172
2017/3/21,2475.5,2172.5
2017/3/22,2413,2102
2017/3/23,2456.5,2111.5
2017/3/24,2462,2123.5
2017/3/27,2393,2068
2017/3/28,2428.5,2093.5
2017/3/29,2419,2083
2017/3/30,2402,2047
2017/3/31,2374,2030
2017/4/3,2367.5,2040.5
2017/4/4,2375,2046
2017/4/5,2354.5,2050.5
2017/4/6,2329,2006
2017/4/7,2362,2029.5
2017/4/10,2363.5,2028
2017/4/11,2405.5,2042.5
2017/4/12,2419,2034
2017/4/13,2396.5,2026
2017/4/14,2414.5,2037
2017/4/17,2469.5,2078.5
2017/4/18,2457.5,2086
2017/4/19,2439,2054
2017/4/20,2418.5,2046.5
2017/4/21,2448,2088
2017/4/24,2441.5,2110
2017/4/25,2469.5,2139.5
2017/4/26,2481,2153.5
2017/4/27,2470,2157.5
2017/4/28,2449.5,2130
2017/5/1,2453,2144.5
2017/5/2,2528,2201
2017/5/8,2604,2278.5
2017/5/9,2590,2248
2017/5/10,2588,2242
2017/5/11,2576.5,2189
2017/5/12,2559,2084
2017/5/15,2672.5,2130.5
2017/5/16,2662,2100
2017/5/17,2629,2084.5
2017/5/18,2580.5,2055.5
2017/5/19,2574.5,2044.5
2017/5/22,2603,2080.5
2017/5/23,2594,2082
2017/5/24,2618,2080.5
2017/5/25,2624.5,2103.5
2017/5/26,2600.5,2095
2017/5/29,2583,2064
2017/5/30,2580,2070
2017/5/31,2621,2068.5
2017/6/1,2646,2119.5
2017/6/2,2722,2166.5
2017/6/5,2672,2133.5
2017/6/6,2642.5,2105
2017/6/7,2653,2112.5
2017/6/8,2583.5,2075.5
2017/6/9,2598.5,2091
2017/6/12,2619,2088
2017/6/13,2663,2148.5
2017/6/14,2661.5,2149.5
2017/6/15,2689.5,2145
2017/6/16,2674.5,2143.5
2017/6/19,2682,2155
2017/6/20,2683.5,2137.5
2017/6/21,2646.5,2115
2017/6/22,2620.5,2100.5
2017/6/23,2660.5,2086.5
2017/6/26,2631,2086
2017/6/27,2634,2083
2017/6/28,2660.5,2102
2017/6/29,2681,2100.5
2017/6/30,2680.5,2093.5
2017/7/3,2666.5,2091.5
2017/7/4,2689,2101.5
2017/7/5,2633.5,2051.5
2017/7/6,2638,2057.5
2017/7/7,2578.5,2011.5
2017/7/10,2608.5,2038
2017/7/11,2596,2045.5
2017/7/12,2569.5,2037
2017/7/13,2560,2053.5
2017/7/14,2582,2041.5
2017/7/18,2542.5,2000.5
2017/7/19,2525.5,2001.5
2017/7/20,2539,2020
2017/7/21,2537,2005.5
2017/7/24,2534,2011
2017/7/25,2511,1998.5
2017/7/26,2529,2003
2017/7/27,2543.5,2025.5
2017/7/28,2556,2042.5
2017/7/31,2534.5,2006
2017/8/1,2583.5,2030.5
2017/8/2,2566,2015
2017/8/3,2564,2018
2017/8/4,2497.5,2006
2017/8/7,2494.5,2004
2017/8/8,2473,1984.5
2017/8/9,2451,1964.5
2017/8/10,2460.5,1958
2017/8/14,2414.5,1946
2017/8/15,2428,1965.5
2017/8/16,2402,1960
2017/8/17,2397,1946.5
2017/8/18,2357.5,1904
2017/8/21,2355.5,1904
2017/8/22,2372,1916
2017/8/23,2360,1914
2017/8/24,2375.5,1897
2017/8/25,2365,1886.5
2017/8/28,2369.5,1882.5
2017/8/29,2348.5,1874
2017/8/30,2353,1888
2017/8/31,2378,1894
2017/9/1,2362.5,1900
2017/9/4,2357,1884
2017/9/5,2326.5,1863.5
2017/9/6,2317,1855.5
2017/9/7,2312.5,1855.5
2017/9/8,2285.5,1835.5
2017/9/11,2285,1841
2017/9/12,2335,1854.5
2017/9/13,2371,1897
2017/9/14,2334,1886
2017/9/15,2332.5,1888
2017/9/19,2337,1900
2017/9/20,2341.5,1885
2017/9/21,2422.5,1974.5
2017/9/22,2440,1996.5
2017/9/25,2432,2001
2017/9/26,2432,1972.5
2017/9/27,2409,1966
2017/9/28,2411.5,1972
2017/9/29,2440,1956.5
2017/10/2,2423.5,1944
2017/10/3,2518.5,1992.5
2017/10/4,2522,1991
2017/10/5,2524,1974
2017/10/6,2555,1999.5
2017/10/10,2542,2010.5
2017/10/11,2557.5,2008
2017/10/12,2549.5,2009
2017/10/13,2538,2001.5
2017/10/16,2558,2028.5
2017/10/17,2576,2030
2017/10/18,2591,2030.5
2017/10/19,2626.5,2038
2017/10/20,2602.5,2026.5
2017/10/23,2613,2031.5
2017/10/24,2629.5,2038
2017/10/25,2580,2020.5
2017/10/26,2563.5,2017
2017/10/27,2608.5,2034
2017/10/30,2600.5,2034.5
2017/10/31,2626,2045.5
2017/11/1,2678.5,2069
2017/11/2,2692,2063
2017/11/6,2692,2056
2017/11/7,2750,2137
2017/11/8,2763,2153
2017/11/9,2769.5,2141.5
2017/11/10,2774,2134.5
2017/11/13,2660.5,2080
2017/11/14,2640.5,2080.5
2017/11/15,2546.5,2022
2017/11/16,2577,2039
2017/11/17,2570.5,2025.5
2017/11/20,2545.5,2007.5
2017/11/21,2557,2022
2017/11/22,2567.5,2023
2017/11/24,2534,1988
2017/11/27,2510,1982
2017/11/28,2483.5,1962
2017/11/29,2484,1969.5
2017/11/30,2536,2002.5
2017/12/1,2511.5,2001.5
2017/12/4,2513.5,1995
2017/12/5,2560,2016.5
2017/12/6,2519.5,1975.5
2017/12/7,2524,1989.5
2017/12/8,2570.5,2012.5
2017/12/11,2550,1998
2017/12/12,2566.5,2016
2017/12/13,2547.5,2009
2017/12/14,2583,2015
2017/12/15,2544.5,1968
2017/12/18,2571.5,1969.5
2017/12/19,2561,1962.5
2017/12/20,2530.5,1949.5
2017/12/21,2505,1951.5
2017/12/22,2542,1968
2017/12/25,2550.5,1976.5
2017/12/26,2538.5,1967
2017/12/27,2541,1966
2017/12/28,2516,1960
2017/12/29,2525,1960
2018/1/4,2636,2028
2018/1/5,2713,2064
2018/1/9,2800,2092
2018/1/10,2857.5,2120
2018/1/11,2871,2102.5
2018/1/12,2846,2085
2018/1/15,2887.5,2114.5
2018/1/16,2836,2108.5
2018/1/17,2817,2109.5
2018/1/18,2788.5,2076
2018/1/19,2808.5,2094.5
2018/1/22,2834,2105
2018/1/23,2911,2178.5
2018/1/24,2964,2205
2018/1/25,2951.5,2210.5
2018/1/26,2942.5,2163
2018/1/29,2935,2149
2018/1/30,2918.5,2118.5
2018/1/31,2857.5,2088.5
2018/2/1,2830,2086
2018/2/2,2809,2088
2018/2/5,2717,2023
2018/2/6,2589.5,1932
2018/2/7,2602.5,1930
2018/2/8,2635,1900.5
2018/2/9,2584,1849
2018/2/13,2601,1832.5
2018/2/14,2557.5,1835
2018/2/15,2577.5,1855
2018/2/16,2575,1856.5
2018/2/19,2651.5,1914.5
2018/2/20,2595.5,1903
2018/2/21,2578.5,1896.5
2018/2/22,2556,1855
2018/2/23,2597,1896
2018/2/26,2638,1913
2018/2/27,2638.5,1912
2018/2/28,2578,1875.5
2018/3/1,2559.5,1851
2018/3/2,2507.5,1817.5
2018/3/5,2453.5,1769
2018/3/6,2457.5,1768.5
2018/3/7,2441.5,1793.5
2018/3/8,2481,1805
2018/3/9,2483.5,1802
2018/3/12,2491,1830.5
2018/3/13,2479,1827.5
2018/3/14,2486,1813.5
2018/3/15,2503,1823.5
2018/3/16,2508,1791
2018/3/19,2486,1781.5
2018/3/20,2489,1780.5
2018/3/22,2521.5,1788.5
2018/3/23,2455,1716
2018/3/26,2442,1720
2018/3/27,2542,1783.5
2018/3/28,2508,1744.5
2018/3/29,2532,1750
2018/3/30,2581.5,1798.5
2018/4/2,2531,1769.5
2018/4/3,2527,1756
2018/4/4,2576,1792.5
2018/4/5,2689.5,1833
2018/4/6,2671,1797.5
2018/4/9,2697.5,1817.5
2018/4/10,2691.5,1813.5
2018/4/11,2704.5,1823.5
2018/4/12,2716,1826.5
2018/4/13,2723.5,1865.5
2018/4/16,2710.5,1856.5
2018/4/17,2695,1804
2018/4/18,2728,1861
2018/4/19,2706,1878
2018/4/20,2704,1892
2018/4/23,2721.5,1892.5
2018/4/24,2781,1914
2018/4/25,2749.5,1918.5
2018/4/26,2777,1930
2018/4/27,2811.5,2002.5
2018/5/1,2848.5,2024
2018/5/2,2765.5,1991.5
2018/5/7,2779.5,2005
2018/5/8,2774.5,1998.5
2018/5/9,2743,1997.5
2018/5/10,2789.5,2005.5
2018/5/11,2807,2028.5
2018/5/14,3064,2126
2018/5/15,2969,2015.5
2018/5/16,2878.5,2044.5
2018/5/17,2855,2058
2018/5/18,2853.5,2037
2018/5/21,2831,2030
2018/5/22,2823,2003.5
2018/5/23,2787,1984.5
2018/5/24,2761,1999.5
2018/5/25,2744,1939
2018/5/28,2781,1982.5
2018/5/29,2779,1972
2018/5/30,2750.5,1949.5
2018/5/31,2735,1976
2018/6/1,2729.5,1962
2018/6/4,2724,1974.5
2018/6/5,2701.5,1963
2018/6/6,2717,1990
2018/6/7,2749,1986.5
2018/6/8,2707.5,1972.5
2018/6/11,2717.5,1972.5
2018/6/12,2727.5,1975.5
2018/6/13,2768,2016
2018/6/14,2717,1983
2018/6/15,2742.5,2043
2018/6/18,2731.5,2005.5
2018/6/19,2685.5,1955
2018/6/20,2720,1971
2018/6/21,2725.5,2001
2018/6/22,2730,1980.5
2018/6/25,2682,1957
2018/6/26,2704,1978
2018/6/27,2679,1943.5
2018/6/28,2677,1932
2018/6/29,2674,1937
2018/7/2,2645.5,1903.5
2018/7/3,2640.5,1900
2018/7/4,2650.5,1915
2018/7/5,2650,1912.5
2018/7/6,2657,1909.5
2018/7/9,2697.5,1928.5
2018/7/10,2694,1911
2018/7/11,2660.5,1894
2018/7/12,2659,1886
2018/7/13,2683,1913
2018/7/17,2728,1928.5
2018/7/18,2750,1944
2018/7/19,2753.5,1921.5
2018/7/20,2764.5,1901.5
2018/7/23,2698.5,1896.5
2018/7/24,2752.5,1914
2018/7/25,2704,1903.5
2018/7/26,2704.5,1930.5
2018/7/27,2710,1948
2018/7/30,2680.5,1935.5
2018/7/31,2666,1940
2018/8/1,2649,1887.5
2018/8/2,2612,1852.5
2018/8/3,2549.5,1846
2018/8/6,2547,1824.5
2018/8/7,2582.5,1854.5
2018/8/8,2563,1842
2018/8/9,2539.5,1824
2018/8/10,2483,1788.5
2018/8/13,2445,1770
2018/8/14,2494.5,1794.5
2018/8/15,2467,1784.5
2018/8/16,2444.5,1778
2018/8/17,2449,1789
2018/8/20,2496,1805.5
2018/8/21,2479.5,1798
2018/8/22,2484.5,1797.5
2018/8/23,2492,1794.5
2018/8/24,2497,1804.5
2018/8/27,2540.5,1826.5
2018/8/28,2553.5,1840
2018/8/29,2545,1840
2018/8/30,2519.5,1829
2018/8/31,2544.5,1844.5
2018/9/3,2480.5,1812.5
2018/9/4,2493.5,1825
2018/9/5,2453,1802.5
2018/9/6,2447,1785
2018/9/7,2444.5,1780
2018/9/10,2437,1777.5
2018/9/11,2428,1786.5
2018/9/12,2420.5,1780
2018/9/13,2435,1790.5
2018/9/14,2472,1809
2018/9/18,2551.5,1883
2018/9/19,2636.5,1930
2018/9/20,2690,1937
2018/9/21,2736,1937.5
2018/9/25,2749,1936.5
2018/9/26,2765,1979
2018/9/27,2718.5,1943.5
2018/9/28,2689,1932
2018/10/1,2677.5,1915
2018/10/2,2648,1899
2018/10/3,2621.5,1887.5
2018/10/4,2617.5,1857.5
2018/10/5,2629.5,1841.5
2018/10/9,2638.5,1867
2018/10/10,2621,1867.5
2018/10/11,2534,1828.5
2018/10/12,2514.5,1805.5
2018/10/15,2488.5,1777
2018/10/16,2559.5,1816.5
2018/10/17,2611,1848.5
2018/10/18,2646,1867
2018/10/19,2588.5,1813
2018/10/22,2601,1828.5
2018/10/23,2538,1808
2018/10/24,2551,1816
2018/10/25,2518.5,1788
2018/10/26,2561,1801
2018/10/29,2592,1809
2018/10/30,2547,1829.5
2018/10/31,2544,1805.5
2018/11/1,2563.5,1833
2018/11/2,2568,1812.5
2018/11/5,2541,1804.5
2018/11/6,2574.5,1819
2018/11/7,2602,1846
2018/11/8,2640,1860.5
2018/11/9,2659.5,1859.5
2018/11/12,2751.5,1859
2018/11/13,2722.5,1810.5
2018/11/14,2707.5,1775
2018/11/15,2741.5,1791.5
2018/11/16,2743,1789
2018/11/19,2756.5,1764.5
2018/11/20,2749.5,1751.5
2018/11/21,2691.5,1742
2018/11/22,2728.5,1773.5
2018/11/26,2742.5,1787.5
2018/11/27,2758,1804.5
2018/11/28,2780,1810.5
2018/11/29,2733,1817
2018/11/30,2715,1821
2018/12/3,2768,1864.5
2018/12/4,2698,1827.5
2018/12/5,2714.5,1852
2018/12/6,2705.5,1842
2018/12/7,2744,1852
2018/12/10,2673,1803.5
2018/12/11,2712,1780
2018/12/12,2780,1807
2018/12/13,2751.5,1819
2018/12/14,2736,1846.5
2018/12/17,2753.5,1870
2018/12/18,2674,1857.5
2018/12/19,2658,1867
2018/12/20,2614.5,1818
2018/12/21,2526,1740
2018/12/25,2401.5,1677
2018/12/26,2424.5,1684
2018/12/27,2469.5,1747.5
2018/12/28,2445,1729.5
2019/1/4,2357.5,1698
2019/1/7,2508.5,1764.5
2019/1/8,2503,1777
2019/1/9,2481.5,1770
2019/1/10,2473,1771
2019/1/11,2540,1817
2019/1/15,2561,1825.5
2019/1/16,2570,1826
2019/1/17,2613,1850
2019/1/18,2663.5,1918
2019/1/21,2649.5,1912.5
2019/1/22,2629,1901.5
2019/1/23,2642.5,1904.5
2019/1/24,2613.5,1890
2019/1/25,2597.5,1883.5
2019/1/28,2558,1844.5
2019/1/29,2603.5,1871
2019/1/30,2584.5,1878.5
2019/1/31,2637,1924.5
2019/2/1,2630.5,1925.5
2019/2/4,2656.5,1942
2019/2/5,2682.5,1948
2019/2/6,2731.5,1959.5
2019/2/7,2651.5,1908
2019/2/8,2610,1886.5
2019/2/12,2610.5,1840
2019/2/13,2639,1846.5
2019/2/14,2645.5,1866
2019/2/15,2646,1850.5
2019/2/18,2680,1861.5
2019/2/19,2679,1899
2019/2/20,2680,1914
2019/2/21,2682.5,1909
2019/2/22,2637,1883
2019/2/25,2640.5,1907.5
2019/2/26,2650.5,1919.5
2019/2/27,2696,1941.5
2019/2/28,2637.5,1913
2019/3/1,2666,1938.5
2019/3/4,2656,1935.5
2019/3/5,2656,1939.5
2019/3/6,2658,1921.5
2019/3/7,2678.5,1931.5
2019/3/8,2646,1909.5
2019/3/11,2650,1947
2019/3/12,2729.5,1990.5
2019/3/13,2763,1984.5
2019/3/14,2748,1992.5
2019/3/15,2795,2003
2019/3/18,2768.5,2014
2019/3/19,2765,2002
2019/3/20,2770,2011.5
2019/3/22,2818.5,2028.5
2019/3/25,2770.5,1993.5
2019/3/26,2841,2031
2019/3/27,2854.5,2042.5
2019/3/28,2796.5,2012
2019/3/29,2782.5,2005.5
2019/4/1,2783.5,2007
2019/4/2,2717,1945
2019/4/3,2743.5,1945.5
2019/4/4,2727.5,1937.5
2019/4/5,2702.5,1937.5
2019/4/8,2737,1958.5
2019/4/9,2695.5,1929
2019/4/10,2675,1923
2019/4/11,2649,1871
2019/4/12,2645.5,1878
2019/4/15,2650.5,1889
2019/4/16,2633,1880.5
2019/4/17,2621,1868.5
2019/4/18,2584,1840
2019/4/19,2556.5,1825
2019/4/22,2598.5,1841.5
2019/4/23,2613,1856.5
2019/4/24,2566.5,1833.5
2019/4/25,2573.5,1885
2019/4/26,2567,1875.5
2019/5/7,2594.5,1903.5
2019/5/8,2542.5,1853.5
2019/5/9,2521.5,1870
2019/5/10,2515,1869
2019/5/13,2501.5,1854
2019/5/14,2518.5,1862.5
2019/5/15,2545,2033
2019/5/16,2550.5,2046
2019/5/17,2583,2067.5
2019/5/20,2640,2112
2019/5/21,2684,2094
2019/5/22,2685.5,2081
2019/5/23,2667.5,2083.5
2019/5/24,2687,2098.5
2019/5/27,2723,2103.5
2019/5/28,2729,2093
2019/5/29,2710,2036
2019/5/30,2645,2031
2019/5/31,2631.5,1997
2019/6/3,2665,2043
2019/6/4,2654,2029.5
2019/6/5,2713.5,2049.5
2019/6/6,2718.5,2040.5
2019/6/7,2726.5,2032
2019/6/10,2745.5,2056
2019/6/11,2727.5,2086
2019/6/12,2657,2055
2019/6/13,2644,2051.5
2019/6/14,2653.5,2052
2019/6/17,2650,2046
2019/6/18,2650,2038
2019/6/19,2672.5,2076
2019/6/20,2700,2108
2019/6/21,2649.5,2065.5
2019/6/24,2628,2051.5
2019/6/25,2638,2053.5
2019/6/26,2623,2028
2019/6/27,2640,2018.5
2019/6/28,2612.5,2005
2019/7/1,2641,2030
2019/7/2,2618.5,2038
2019/7/3,2630,2035.5
2019/7/4,2636,2078
2019/7/5,2642,2062.5
2019/7/8,2618.5,2040
2019/7/9,2624,2031.5
2019/7/10,2604,2027.5
2019/7/11,2611.5,2049
2019/7/12,2590,2044.5
2019/7/16,2543,2032.5
2019/7/17,2532,2032
2019/7/18,2503.5,2026.5
2019/7/19,2531,2041.5
2019/7/22,2510.5,2005.5
2019/7/23,2494.5,2010.5
2019/7/24,2481.5,1999
2019/7/25,2491.5,1981.5
2019/7/26,2491,1956
2019/7/29,2508.5,1975
2019/7/30,2513,2001.5
2019/7/31,2471.5,2012
2019/8/1,2456.5,2011.5
2019/8/2,2439.5,2014
2019/8/5,2352,1943.5
2019/8/6,2319,1944
2019/8/7,2313.5,1995.5
2019/8/8,2298.5,1996
2019/8/9,2307.5,1999.5
2019/8/13,2280.5,1980
2019/8/14,2302.5,1975
2019/8/15,2272,1961.5
2019/8/16,2338,1985.5
2019/8/19,2408,1999.5
2019/8/20,2449.5,2032.5
2019/8/21,2455.5,2014.5
2019/8/22,2469.5,1993.5
2019/8/23,2478,2018
2019/8/26,2480.5,2009.5
2019/8/27,2472.5,1996.5
2019/8/28,2528,2048
2019/8/29,2533,2045.5
2019/8/30,2546,2034
2019/9/2,2546,2022
2019/9/3,2556.5,2020.5
2019/9/4,2550,2028
2019/9/5,2582,2055.5
2019/9/6,2575,2029.5
2019/9/9,2562.5,2069
2019/9/10,2511.5,2033.5
2019/9/11,2471,2000.5
2019/9/12,2471,2030.5
2019/9/13,2586.5,2086
2019/9/17,2700.5,2078
2019/9/18,2709.5,2045
2019/9/19,2740.5,2086
2019/9/20,2715.5,2113.5
2019/9/24,2675,2120.5
2019/9/25,2703.5,2142.5
2019/9/26,2694.5,2122.5
2019/9/27,2684,2088
2019/9/30,2679,2084
2019/10/1,2663,2085.5
2019/10/2,2650,2079
2019/10/3,2640.5,2052
2019/10/4,2676,2066
2019/10/7,2667.5,2066
2019/10/8,2657,2073
2019/10/9,2649.5,2084.5
2019/10/10,2643.5,2071
2019/10/11,2663.5,2066.5
2019/10/15,2738.5,2110.5
2019/10/16,2736.5,2120.5
2019/10/17,2687.5,2094
2019/10/18,2706.5,2083
2019/10/21,2725.5,2111.5
2019/10/23,2733,2108
2019/10/24,2720,2096
2019/10/25,2728.5,2096
