Date,8801 JT EQUITY,8802 JT EQUITY
2010/9/30,1408,1358
2010/10/1,1460,1402
2010/10/4,1467,1390
2010/10/5,1502,1417
2010/10/6,1555,1476
2010/10/7,1577,1508
2010/10/8,1581,1489
2010/10/12,1567,1492
2010/10/13,1553,1467
2010/10/14,1623,1530
2010/10/15,1596,1503
2010/10/18,1571,1492
2010/10/19,1580,1498
2010/10/20,1563,1472
2010/10/21,1562,1475
2010/10/22,1600,1496
2010/10/25,1574,1474
2010/10/26,1574,1476
2010/10/27,1560,1480
2010/10/28,1546,1459
2010/10/29,1521,1410
2010/11/1,1508,1409
2010/11/2,1512,1424
2010/11/4,1543,1457
2010/11/5,1593,1501
2010/11/8,1599,1508
2010/11/9,1587,1500
2010/11/10,1555,1476
2010/11/11,1518,1465
2010/11/12,1517,1456
2010/11/15,1502,1444
2010/11/16,1513,1437
2010/11/17,1512,1432
2010/11/18,1550,1467
2010/11/19,1539,1464
2010/11/22,1539,1460
2010/11/24,1513,1440
2010/11/25,1523,1454
2010/11/26,1495,1424
2010/11/29,1513,1440
2010/11/30,1482,1412
2010/12/1,1482,1412
2010/12/2,1512,1445
2010/12/3,1506,1437
2010/12/6,1513,1445
2010/12/7,1519,1435
2010/12/8,1527,1443
2010/12/9,1504,1438
2010/12/10,1516,1428
2010/12/13,1535,1424
2010/12/14,1553,1452
2010/12/15,1550,1458
2010/12/16,1559,1467
2010/12/17,1566,1482
2010/12/20,1567,1471
2010/12/21,1576,1489
2010/12/22,1613,1515
2010/12/24,1623,1526
2010/12/27,1621,1522
2010/12/28,1623,1519
2010/12/29,1643,1530
2010/12/30,1619,1506
2011/1/4,1645,1518
2011/1/5,1670,1515
2011/1/6,1683,1523
2011/1/7,1701,1516
2011/1/11,1681,1505
2011/1/12,1731,1558
2011/1/13,1754,1610
2011/1/14,1731,1579
2011/1/17,1729,1573
2011/1/18,1754,1627
2011/1/19,1798,1672
2011/1/20,1759,1630
2011/1/21,1726,1609
2011/1/24,1742,1619
2011/1/25,1748,1618
2011/1/26,1722,1614
2011/1/27,1731,1617
2011/1/28,1699,1586
2011/1/31,1668,1550
2011/2/1,1668,1546
2011/2/2,1716,1583
2011/2/3,1701,1584
2011/2/4,1699,1586
2011/2/7,1703,1605
2011/2/8,1705,1638
2011/2/9,1663,1609
2011/2/10,1680,1608
2011/2/14,1736,1678
2011/2/15,1706,1655
2011/2/16,1725,1695
2011/2/17,1751,1719
2011/2/18,1762,1692
2011/2/21,1772,1694
2011/2/22,1737,1662
2011/2/23,1733,1662
2011/2/24,1695,1638
2011/2/25,1715,1652
2011/2/28,1734,1668
2011/3/1,1763,1703
2011/3/2,1693,1638
2011/3/3,1696,1648
2011/3/4,1706,1670
2011/3/7,1668,1646
2011/3/8,1647,1643
2011/3/9,1680,1688
2011/3/10,1611,1634
2011/3/11,1600,1619
2011/3/14,1454,1509
2011/3/15,1221,1335
2011/3/16,1438,1456
2011/3/17,1391,1466
2011/3/18,1451,1523
2011/3/22,1501,1516
2011/3/23,1433,1456
2011/3/24,1434,1432
2011/3/25,1415,1420
2011/3/28,1379,1389
2011/3/29,1364,1377
2011/3/30,1384,1418
2011/3/31,1373,1407
2011/4/1,1407,1430
2011/4/4,1381,1395
2011/4/5,1372,1390
2011/4/6,1388,1360
2011/4/7,1386,1340
2011/4/8,1410,1389
2011/4/11,1408,1382
2011/4/12,1405,1359
2011/4/13,1409,1388
2011/4/14,1378,1391
2011/4/15,1354,1382
2011/4/18,1362,1390
2011/4/19,1329,1368
2011/4/20,1347,1407
2011/4/21,1362,1406
2011/4/22,1339,1380
2011/4/25,1364,1400
2011/4/26,1381,1400
2011/4/27,1389,1401
2011/4/28,1385,1408
2011/5/2,1446,1457
2011/5/6,1441,1467
2011/5/9,1419,1453
2011/5/10,1432,1456
2011/5/11,1426,1460
2011/5/12,1409,1420
2011/5/13,1382,1396
2011/5/16,1366,1373
2011/5/17,1393,1403
2011/5/18,1412,1430
2011/5/19,1407,1439
2011/5/20,1397,1432
2011/5/23,1348,1403
2011/5/24,1336,1399
2011/5/25,1351,1392
2011/5/26,1357,1412
2011/5/27,1354,1401
2011/5/30,1339,1418
2011/5/31,1364,1447
2011/6/1,1364,1438
2011/6/2,1323,1398
2011/6/3,1303,1383
2011/6/6,1301,1366
2011/6/7,1311,1366
2011/6/8,1317,1356
2011/6/9,1314,1356
2011/6/10,1320,1379
2011/6/13,1300,1351
2011/6/14,1333,1369
2011/6/15,1345,1365
2011/6/16,1297,1330
2011/6/17,1278,1333
2011/6/20,1267,1298
2011/6/21,1276,1321
2011/6/22,1298,1352
2011/6/23,1295,1351
2011/6/24,1312,1364
2011/6/27,1310,1349
2011/6/28,1335,1371
2011/6/29,1373,1401
2011/6/30,1378,1406
2011/7/1,1387,1410
2011/7/4,1445,1447
2011/7/5,1441,1447
2011/7/6,1473,1473
2011/7/7,1454,1459
2011/7/8,1462,1488
2011/7/11,1451,1472
2011/7/12,1433,1444
2011/7/13,1441,1457
2011/7/14,1435,1446
2011/7/15,1440,1453
2011/7/19,1452,1453
2011/7/20,1466,1465
2011/7/21,1449,1451
2011/7/22,1490,1462
2011/7/25,1484,1437
2011/7/26,1461,1429
2011/7/27,1452,1414
2011/7/28,1439,1390
2011/7/29,1469,1384
2011/8/1,1485,1413
2011/8/2,1477,1389
2011/8/3,1427,1355
2011/8/4,1438,1360
2011/8/5,1360,1306
2011/8/8,1272,1261
2011/8/9,1267,1240
2011/8/10,1253,1220
2011/8/11,1236,1219
2011/8/12,1209,1177
2011/8/15,1230,1212
2011/8/16,1265,1231
2011/8/17,1241,1223
2011/8/18,1210,1196
2011/8/19,1181,1171
2011/8/22,1179,1164
2011/8/23,1192,1195
2011/8/24,1173,1177
2011/8/25,1187,1206
2011/8/26,1219,1216
2011/8/29,1261,1239
2011/8/30,1283,1249
2011/8/31,1282,1254
2011/9/1,1304,1290
2011/9/2,1270,1262
2011/9/5,1254,1235
2011/9/6,1200,1184
2011/9/7,1256,1223
2011/9/8,1247,1242
2011/9/9,1241,1249
2011/9/12,1202,1205
2011/9/13,1229,1231
2011/9/14,1202,1233
2011/9/15,1218,1243
2011/9/16,1237,1260
2011/9/20,1209,1236
2011/9/21,1212,1234
2011/9/22,1162,1197
2011/9/26,1113,1174
2011/9/27,1166,1199
2011/9/28,1209,1242
2011/9/29,1241,1267
2011/9/30,1243,1268
2011/10/3,1204,1261
2011/10/4,1207,1266
2011/10/5,1183,1260
2011/10/6,1194,1260
2011/10/7,1242,1297
2011/10/11,1263,1312
2011/10/12,1230,1294
2011/10/13,1265,1308
2011/10/14,1282,1322
2011/10/17,1330,1368
2011/10/18,1288,1339
2011/10/19,1300,1357
2011/10/20,1300,1346
2011/10/21,1301,1328
2011/10/24,1317,1340
2011/10/25,1294,1323
2011/10/26,1283,1329
2011/10/27,1331,1383
2011/10/28,1342,1394
2011/10/31,1322,1349
2011/11/1,1314,1343
2011/11/2,1270,1324
2011/11/4,1316,1372
2011/11/7,1309,1383
2011/11/8,1259,1333
2011/11/9,1313,1374
2011/11/10,1244,1309
2011/11/11,1229,1309
2011/11/14,1243,1310
2011/11/15,1223,1291
2011/11/16,1200,1274
2011/11/17,1211,1267
2011/11/18,1186,1251
2011/11/21,1181,1249
2011/11/22,1194,1256
2011/11/24,1175,1237
2011/11/25,1192,1240
2011/11/28,1200,1253
2011/11/29,1218,1271
2011/11/30,1218,1262
2011/12/1,1238,1302
2011/12/2,1244,1310
2011/12/5,1243,1326
2011/12/6,1224,1305
2011/12/7,1238,1308
2011/12/8,1236,1320
2011/12/9,1192,1275
2011/12/12,1220,1293
2011/12/13,1200,1276
2011/12/14,1186,1261
2011/12/15,1160,1222
2011/12/16,1152,1216
2011/12/19,1132,1197
2011/12/20,1136,1184
2011/12/21,1143,1187
2011/12/22,1153,1192
2011/12/26,1147,1190
2011/12/27,1133,1172
2011/12/28,1119,1152
2011/12/29,1108,1131
2011/12/30,1122,1150
2012/1/4,1166,1183
2012/1/5,1146,1180
2012/1/6,1139,1170
2012/1/10,1128,1170
2012/1/11,1132,1175
2012/1/12,1134,1160
2012/1/13,1159,1155
2012/1/16,1128,1142
2012/1/17,1160,1173
2012/1/18,1157,1173
2012/1/19,1176,1189
2012/1/20,1258,1264
2012/1/23,1285,1276
2012/1/24,1273,1263
2012/1/25,1275,1266
2012/1/26,1283,1272
2012/1/27,1285,1262
2012/1/30,1279,1236
2012/1/31,1253,1217
2012/2/1,1268,1249
2012/2/2,1284,1264
2012/2/3,1280,1240
2012/2/6,1276,1253
2012/2/7,1289,1266
2012/2/8,1287,1258
2012/2/9,1325,1278
2012/2/10,1308,1266
2012/2/13,1324,1282
2012/2/14,1371,1328
2012/2/15,1436,1371
2012/2/16,1410,1349
2012/2/17,1467,1410
2012/2/20,1501,1434
2012/2/21,1438,1399
2012/2/22,1456,1401
2012/2/23,1490,1427
2012/2/24,1525,1457
2012/2/27,1548,1459
2012/2/28,1560,1482
2012/2/29,1542,1470
2012/3/1,1501,1434
2012/3/2,1530,1469
2012/3/5,1520,1461
2012/3/6,1506,1433
2012/3/7,1481,1416
2012/3/8,1551,1473
2012/3/9,1579,1498
2012/3/12,1577,1490
2012/3/13,1617,1510
2012/3/14,1663,1553
2012/3/15,1660,1562
2012/3/16,1656,1563
2012/3/19,1658,1561
2012/3/21,1606,1505
2012/3/22,1589,1470
2012/3/23,1559,1429
2012/3/26,1549,1447
2012/3/27,1605,1481
2012/3/28,1600,1486
2012/3/29,1592,1459
2012/3/30,1583,1476
2012/4/2,1595,1495
2012/4/3,1558,1448
2012/4/4,1514,1404
2012/4/5,1510,1423
2012/4/6,1504,1419
2012/4/9,1473,1387
2012/4/10,1482,1377
2012/4/11,1458,1377
2012/4/12,1450,1381
2012/4/13,1486,1405
2012/4/16,1445,1388
2012/4/17,1436,1366
2012/4/18,1505,1423
2012/4/19,1486,1411
2012/4/20,1504,1412
2012/4/23,1483,1396
2012/4/24,1468,1383
2012/4/25,1493,1403
2012/4/26,1502,1418
2012/4/27,1477,1424
2012/5/1,1384,1343
2012/5/2,1406,1346
2012/5/7,1348,1306
2012/5/8,1359,1321
2012/5/9,1325,1279
2012/5/10,1330,1282
2012/5/11,1298,1266
2012/5/14,1293,1265
2012/5/15,1261,1235
2012/5/16,1263,1235
2012/5/17,1279,1264
2012/5/18,1216,1193
2012/5/21,1231,1214
2012/5/22,1276,1231
2012/5/23,1240,1192
2012/5/24,1262,1211
2012/5/25,1285,1220
2012/5/28,1310,1235
2012/5/29,1339,1252
2012/5/30,1327,1253
2012/5/31,1308,1219
2012/6/1,1312,1217
2012/6/4,1241,1180
2012/6/5,1286,1212
2012/6/6,1365,1259
2012/6/7,1383,1283
2012/6/8,1353,1259
2012/6/11,1377,1283
2012/6/12,1377,1286
2012/6/13,1356,1275
2012/6/14,1354,1274
2012/6/15,1356,1268
2012/6/18,1391,1289
2012/6/19,1379,1287
2012/6/20,1430,1339
2012/6/21,1442,1361
2012/6/22,1433,1348
2012/6/25,1434,1338
2012/6/26,1413,1305
2012/6/27,1457,1342
2012/6/28,1498,1390
2012/6/29,1530,1418
2012/7/2,1528,1423
2012/7/3,1544,1434
2012/7/4,1533,1434
2012/7/5,1502,1401
2012/7/6,1501,1397
2012/7/9,1484,1395
2012/7/10,1473,1382
2012/7/11,1494,1386
2012/7/12,1462,1370
2012/7/13,1453,1370
2012/7/17,1489,1402
2012/7/18,1519,1419
2012/7/19,1502,1414
2012/7/20,1466,1395
2012/7/23,1450,1390
2012/7/24,1432,1375
2012/7/25,1416,1344
2012/7/26,1448,1376
2012/7/27,1495,1406
2012/7/30,1519,1430
2012/7/31,1526,1416
2012/8/1,1519,1390
2012/8/2,1539,1401
2012/8/3,1517,1375
2012/8/6,1546,1392
2012/8/7,1541,1406
2012/8/8,1526,1400
2012/8/9,1533,1409
2012/8/10,1515,1408
2012/8/13,1530,1411
2012/8/14,1508,1399
2012/8/15,1490,1400
2012/8/16,1538,1443
2012/8/17,1564,1469
2012/8/20,1541,1449
2012/8/21,1544,1451
2012/8/22,1541,1445
2012/8/23,1549,1458
2012/8/24,1522,1435
2012/8/27,1517,1428
2012/8/28,1489,1418
2012/8/29,1507,1429
2012/8/30,1474,1398
2012/8/31,1453,1373
2012/9/3,1462,1376
2012/9/4,1462,1367
2012/9/5,1458,1357
2012/9/6,1481,1372
2012/9/7,1522,1417
2012/9/10,1527,1413
2012/9/11,1506,1400
2012/9/12,1531,1424
2012/9/13,1520,1425
2012/9/14,1603,1497
2012/9/18,1597,1494
2012/9/19,1611,1504
2012/9/20,1582,1469
2012/9/21,1584,1474
2012/9/24,1615,1484
2012/9/25,1615,1511
2012/9/26,1584,1501
2012/9/27,1591,1516
2012/9/28,1563,1494
2012/10/1,1531,1454
2012/10/2,1515,1440
2012/10/3,1539,1461
2012/10/4,1568,1504
2012/10/5,1587,1511
2012/10/9,1584,1534
2012/10/10,1570,1535
2012/10/11,1538,1499
2012/10/12,1588,1530
2012/10/15,1580,1511
2012/10/16,1585,1529
2012/10/17,1614,1565
2012/10/18,1641,1589
2012/10/19,1644,1583
2012/10/22,1651,1589
2012/10/23,1645,1584
2012/10/24,1639,1579
2012/10/25,1642,1582
2012/10/26,1617,1560
2012/10/29,1641,1580
2012/10/30,1600,1541
2012/10/31,1613,1579
2012/11/1,1652,1600
2012/11/2,1717,1665
2012/11/5,1710,1638
2012/11/6,1714,1625
2012/11/7,1724,1619
2012/11/8,1679,1586
2012/11/9,1672,1556
2012/11/12,1617,1528
2012/11/13,1620,1536
2012/11/14,1648,1561
2012/11/15,1717,1612
2012/11/16,1757,1637
2012/11/19,1786,1646
2012/11/20,1778,1625
2012/11/21,1737,1602
2012/11/22,1745,1608
2012/11/26,1709,1584
2012/11/27,1740,1596
2012/11/28,1712,1579
2012/11/29,1726,1590
2012/11/30,1719,1589
2012/12/3,1754,1627
2012/12/4,1768,1624
2012/12/5,1734,1605
2012/12/6,1742,1612
2012/12/7,1758,1619
2012/12/10,1769,1630
2012/12/11,1754,1607
2012/12/12,1792,1667
2012/12/13,1833,1719
2012/12/14,1854,1711
2012/12/17,1891,1745
2012/12/18,1925,1765
2012/12/19,1964,1815
2012/12/20,1993,1844
2012/12/21,1994,1897
2012/12/25,2046,1933
2012/12/26,2080,1972
2012/12/27,2108,2037
2012/12/28,2090,2049
2013/1/4,2115,2111
2013/1/7,2119,2100
2013/1/8,2041,2006
2013/1/9,2097,2072
2013/1/10,2067,2079
2013/1/11,2067,2104
2013/1/15,2112,2142
2013/1/16,2019,2069
2013/1/17,1961,2027
2013/1/18,1995,2086
2013/1/21,1981,2100
2013/1/22,2005,2135
2013/1/23,1992,2095
2013/1/24,2040,2097
2013/1/25,2072,2100
2013/1/28,2042,2123
2013/1/29,2028,2123
2013/1/30,2096,2198
2013/1/31,2089,2214
2013/2/1,2090,2171
2013/2/4,2093,2184
2013/2/5,1959,2050
2013/2/6,2034,2157
2013/2/7,2095,2143
2013/2/8,2106,2112
2013/2/12,2125,2144
2013/2/13,2099,2111
2013/2/14,2079,2078
2013/2/15,2042,2046
2013/2/18,2120,2128
2013/2/19,2123,2137
2013/2/20,2130,2136
2013/2/21,2085,2118
2013/2/22,2102,2113
2013/2/25,2247,2189
2013/2/26,2263,2239
2013/2/27,2239,2228
2013/2/28,2358,2310
2013/3/1,2434,2450
2013/3/4,2492,2537
2013/3/5,2439,2484
2013/3/6,2472,2491
2013/3/7,2459,2523
2013/3/8,2570,2654
2013/3/11,2635,2694
2013/3/12,2655,2632
2013/3/13,2633,2607
2013/3/14,2773,2737
2013/3/15,2725,2796
2013/3/18,2653,2681
2013/3/19,2645,2660
2013/3/21,2605,2587
2013/3/22,2596,2549
2013/3/25,2637,2618
2013/3/26,2631,2596
2013/3/27,2724,2681
2013/3/28,2672,2651
2013/3/29,2639,2596
2013/4/1,2574,2495
2013/4/2,2686,2648
2013/4/3,2718,2655
2013/4/4,2930,2846
2013/4/5,3310,3145
2013/4/8,3510,3195
2013/4/9,3365,3025
2013/4/10,3345,3115
2013/4/11,3460,3210
2013/4/12,3600,3330
2013/4/15,3470,3260
2013/4/16,3385,3185
2013/4/17,3490,3260
2013/4/18,3425,3190
2013/4/19,3460,3205
2013/4/22,3435,3180
2013/4/23,3305,3090
2013/4/24,3370,3150
2013/4/25,3380,3180
2013/4/26,3300,3145
2013/4/30,3310,3165
2013/5/1,3365,3175
2013/5/2,3340,3175
2013/5/7,3425,3190
2013/5/8,3315,3025
2013/5/9,3215,2907
2013/5/10,3450,2974
2013/5/13,3435,3040
2013/5/14,3300,2870
2013/5/15,3250,2868
2013/5/16,3330,2865
2013/5/17,3410,2962
2013/5/20,3340,2894
2013/5/21,3240,2829
2013/5/22,3270,2870
2013/5/23,2956,2603
2013/5/24,2990,2652
2013/5/27,2974,2677
2013/5/28,2984,2672
2013/5/29,2985,2657
2013/5/30,2822,2525
2013/5/31,2863,2547
2013/6/3,2710,2355
2013/6/4,2883,2498
2013/6/5,2769,2385
2013/6/6,2743,2320
2013/6/7,2872,2430
2013/6/10,2930,2492
2013/6/11,2810,2383
2013/6/12,2739,2348
2013/6/13,2610,2214
2013/6/14,2747,2327
2013/6/17,2731,2272
2013/6/18,2731,2318
2013/6/19,2736,2366
2013/6/20,2631,2300
2013/6/21,2576,2306
2013/6/24,2571,2292
2013/6/25,2539,2286
2013/6/26,2543,2264
2013/6/27,2788,2476
2013/6/28,2917,2641
2013/7/1,2929,2637
2013/7/2,3030,2748
2013/7/3,3115,2870
2013/7/4,3165,2880
2013/7/5,3200,2873
2013/7/8,3080,2742
2013/7/9,3195,2769
2013/7/10,3185,2716
2013/7/11,3225,2771
2013/7/12,3205,2756
2013/7/16,3220,2815
2013/7/17,3205,2785
2013/7/18,3190,2808
2013/7/19,3205,2797
2013/7/22,3230,2823
2013/7/23,3240,2814
2013/7/24,3210,2796
2013/7/25,3125,2732
2013/7/26,3030,2617
2013/7/29,2946,2530
2013/7/30,3000,2562
2013/7/31,2963,2491
2013/8/1,3075,2583
2013/8/2,3180,2659
2013/8/5,3145,2654
2013/8/6,3235,2698
2013/8/7,3090,2607
2013/8/8,3135,2578
2013/8/9,3090,2551
2013/8/12,2979,2485
2013/8/13,3045,2528
2013/8/14,3115,2592
2013/8/15,3010,2513
2013/8/16,3010,2503
2013/8/19,3035,2533
2013/8/20,3010,2501
2013/8/21,3035,2540
2013/8/22,3015,2529
2013/8/23,3110,2600
2013/8/26,3140,2625
2013/8/27,3115,2581
2013/8/28,3080,2569
2013/8/29,3120,2561
2013/8/30,3105,2560
2013/9/2,3185,2644
2013/9/3,3230,2714
2013/9/4,3290,2763
2013/9/5,3305,2767
2013/9/6,3225,2699
2013/9/9,3430,2825
2013/9/10,3515,2881
2013/9/11,3500,2880
2013/9/12,3435,2851
2013/9/13,3425,2832
2013/9/17,3400,2814
2013/9/18,3425,2842
2013/9/19,3545,2969
2013/9/20,3505,3000
2013/9/24,3420,2982
2013/9/25,3350,2955
2013/9/26,3390,2945
2013/9/27,3400,2971
2013/9/30,3295,2896
2013/10/1,3325,2896
2013/10/2,3245,2829
2013/10/3,3225,2814
2013/10/4,3205,2752
2013/10/7,3140,2677
2013/10/8,3165,2697
2013/10/9,3300,2800
2013/10/10,3360,2823
2013/10/11,3390,2833
2013/10/15,3325,2809
2013/10/16,3330,2816
2013/10/17,3345,2833
2013/10/18,3380,2877
2013/10/21,3425,2927
2013/10/22,3400,2931
2013/10/23,3325,2861
2013/10/24,3330,2842
2013/10/25,3240,2803
2013/10/28,3285,2835
2013/10/29,3265,2823
2013/10/30,3305,2836
2013/10/31,3235,2797
2013/11/1,3210,2782
2013/11/5,3210,2768
2013/11/6,3225,2779
2013/11/7,3210,2768
2013/11/8,3195,2741
2013/11/11,3245,2724
2013/11/12,3350,2799
2013/11/13,3340,2809
2013/11/14,3430,2852
2013/11/15,3495,2917
2013/11/18,3495,2890
2013/11/19,3480,2876
2013/11/20,3440,2852
2013/11/21,3405,2837
2013/11/22,3400,2849
2013/11/25,3400,2843
2013/11/26,3400,2797
2013/11/27,3450,2824
2013/11/28,3510,2857
2013/11/29,3475,2844
2013/12/2,3440,2833
2013/12/3,3400,2817
2013/12/4,3355,2780
2013/12/5,3360,2742
2013/12/6,3370,2743
2013/12/9,3365,2748
2013/12/10,3415,2808
2013/12/11,3385,2784
2013/12/12,3420,2799
2013/12/13,3405,2801
2013/12/16,3390,2790
2013/12/17,3385,2808
2013/12/18,3450,2905
2013/12/19,3585,2991
2013/12/20,3590,3020
2013/12/24,3595,2997
2013/12/25,3620,2989
2013/12/26,3670,3045
2013/12/27,3710,3085
2013/12/30,3785,3145
2014/1/6,3705,3080
2014/1/7,3665,3045
2014/1/8,3695,3070
2014/1/9,3660,2990
2014/1/10,3615,2942
2014/1/14,3501,2869
2014/1/15,3638,2951
2014/1/16,3597,2924
2014/1/17,3628,2944
2014/1/20,3581,2902
2014/1/21,3605,2892
2014/1/22,3628,2877
2014/1/23,3593,2837
2014/1/24,3528,2801
2014/1/27,3386,2698
2014/1/28,3410,2677
2014/1/29,3478,2692
2014/1/30,3308,2585
2014/1/31,3289,2545
2014/2/3,3229,2471
2014/2/4,3103,2414
2014/2/5,3178,2481
2014/2/6,3157,2518
2014/2/7,3230,2570
2014/2/10,3295,2567
2014/2/12,3295,2571
2014/2/13,3194,2509
2014/2/14,3105,2458
2014/2/17,3146,2452
2014/2/18,3250,2551
2014/2/19,3229,2546
2014/2/20,3155,2474
2014/2/21,3193,2512
2014/2/24,3155,2471
2014/2/25,3139,2501
2014/2/26,3124,2498
2014/2/27,3021,2420
2014/2/28,3027,2403
2014/3/3,2981,2371
2014/3/4,3044,2424
2014/3/5,3155,2549
2014/3/6,3290,2587
2014/3/7,3329,2610
2014/3/10,3250,2552
2014/3/11,3263,2563
2014/3/12,3174,2500
2014/3/13,3117,2464
2014/3/14,3063,2421
2014/3/17,3021,2376
2014/3/18,3076,2370
2014/3/19,3072,2405
2014/3/20,2958,2308
2014/3/24,2984,2310
2014/3/25,2935,2303
2014/3/26,2986,2328
2014/3/27,3024,2351
2014/3/28,3056,2406
2014/3/31,3149,2446
2014/4/1,3158,2451
2014/4/2,3213,2510
2014/4/3,3247,2517
2014/4/4,3323,2566
2014/4/7,3239,2509
2014/4/8,3183,2448
2014/4/9,3012,2332
2014/4/10,3035,2326
2014/4/11,2989,2271
2014/4/14,2967,2283
2014/4/15,2972,2278
2014/4/16,3078,2338
2014/4/17,3076,2320
2014/4/18,3125,2329
2014/4/21,3057,2295
2014/4/22,3032,2273
2014/4/23,3084,2314
2014/4/24,3065,2298
2014/4/25,3028,2276
2014/4/28,3015,2276
2014/4/30,3021,2314
2014/5/1,3100,2378
2014/5/2,3148,2438
2014/5/7,3079,2415
2014/5/8,3099,2409
2014/5/9,3145,2424
2014/5/12,3135,2387
2014/5/13,3273,2448
2014/5/14,3306,2501
2014/5/15,3382,2513
2014/5/16,3310,2458
2014/5/19,3252,2427
