Date,HSI INDEX,HSCEI INDEX
2010/8/26,20612.06,11436.22
2010/8/27,20597.35,11395.05
2010/8/30,20737.22,11531.72
2010/8/31,20536.49,11402.9
2010/9/1,20623.83,11498.94
2010/9/2,20868.92,11688.84
2010/9/3,20971.5,11767.41
2010/9/6,21355.77,11960.57
2010/9/7,21401.79,11956.23
2010/9/8,21088.86,11776.72
2010/9/9,21167.27,11830.46
2010/9/10,21257.39,11835.93
2010/9/13,21658.35,12088.51
2010/9/14,21696.04,12135.51
2010/9/15,21725.64,12088.3
2010/9/16,21691.45,12001.41
2010/9/17,21970.86,12171.19
2010/9/20,21977.34,12164.65
2010/9/21,22002.59,12193.31
2010/9/22,22047.71,12196
2010/9/24,22119.43,12218.6
2010/9/27,22340.84,12316.8
2010/9/28,22109.95,12180.2
2010/9/29,22378.67,12429.28
2010/9/30,22358.17,12406.1
2010/10/4,22618.66,12614.18
2010/10/5,22639.14,12682.85
2010/10/6,22880.41,12772.03
2010/10/7,22884.32,12738.07
2010/10/8,22944.18,12758.23
2010/10/11,23207.31,12951.9
2010/10/12,23121.7,12979
2010/10/13,23457.69,13301.49
2010/10/14,23852.17,13575.95
2010/10/15,23757.63,13613.22
2010/10/18,23469.38,13420.32
2010/10/19,23763.73,13573.6
2010/10/20,23556.5,13448.83
2010/10/21,23649.48,13615.41
2010/10/22,23517.54,13494.8
2010/10/25,23627.91,13626.08
2010/10/26,23601.24,13642.45
2010/10/27,23164.58,13259.1
2010/10/28,23210.86,13326.9
2010/10/29,23096.32,13168.68
2010/11/1,23652.94,13508.17
2010/11/2,23671.42,13523.21
2010/11/3,24144.67,13820.99
2010/11/4,24535.63,13948.49
2010/11/5,24876.82,14107.29
2010/11/8,24964.37,14204.13
2010/11/9,24710.6,14022.95
2010/11/10,24500.61,13889.32
2010/11/11,24700.3,14088.03
2010/11/12,24222.58,13663.14
2010/11/15,24027.18,13416.25
2010/11/16,23693.02,13192.58
2010/11/17,23214.46,12876.34
2010/11/18,23637.39,13168.49
2010/11/19,23605.71,13170.65
2010/11/22,23524.02,13193.71
2010/11/23,22896.14,12817.32
2010/11/24,23023.86,12872.05
2010/11/25,23054.68,12931.11
2010/11/26,22877.25,12757.1
2010/11/29,23166.22,12888.27
2010/11/30,23007.99,12817.59
2010/12/1,23249.8,12949.85
2010/12/2,23448.78,13087.4
2010/12/3,23320.52,12937.1
2010/12/6,23237.69,12804.77
2010/12/7,23428.15,12922.24
2010/12/8,23092.52,12735.86
2010/12/9,23171.8,12731.42
2010/12/10,23162.91,12661.01
2010/12/13,23317.61,12751.82
2010/12/14,23431.19,12865.05
2010/12/15,22975.35,12585.04
2010/12/16,22668.78,12434.95
2010/12/17,22714.85,12468.88
2010/12/20,22639.08,12408.49
2010/12/21,22993.86,12607.43
2010/12/22,23045.19,12611.3
2010/12/23,22902.97,12516.52
2010/12/24,22833.8,12442.94
2010/12/28,22621.73,12309.59
2010/12/29,22969.3,12508.52
2010/12/30,22999.34,12586.84
2010/12/31,23035.45,12692.43
2011/1/3,23436.05,12884.85
2011/1/4,23668.48,13016.37
2011/1/5,23757.82,12994.41
2011/1/6,23786.3,12983.29
2011/1/7,23686.63,12925.71
2011/1/10,23527.26,12806.59
2011/1/11,23760.34,12918.07
2011/1/12,24125.61,13126.98
2011/1/13,24238.98,13182.59
2011/1/14,24283.23,13152.14
2011/1/17,24156.97,12938.05
2011/1/18,24153.98,12967.2
2011/1/19,24419.62,13132.33
2011/1/20,24003.7,12845.49
2011/1/21,23876.86,12735.57
2011/1/24,23801.78,12596.43
2011/1/25,23788.83,12562.05
2011/1/26,23843.24,12649.97
2011/1/27,23779.62,12649.6
2011/1/28,23617.02,12565.56
2011/1/31,23447.34,12560.66
2011/2/1,23482.95,12534.86
2011/2/2,23908.96,12710.89
2011/2/7,23553.59,12454.07
2011/2/8,23484.3,12526.26
2011/2/9,23164.03,12278.6
2011/2/10,22708.62,12022.6
2011/2/11,22828.92,12081.82
2011/2/14,23121.06,12398.05
2011/2/15,22899.78,12280.27
2011/2/16,23156.97,12437.23
2011/2/17,23301.84,12574.77
2011/2/18,23595.24,12742.53
2011/2/21,23485.42,12651.38
2011/2/22,22990.81,12351.66
2011/2/23,22906.9,12251.61
2011/2/24,22601.04,12059.75
2011/2/25,23012.37,12270.43
2011/2/28,23338.02,12504.53
2011/3/1,23396.42,12620.31
2011/3/2,23048.66,12507.02
2011/3/3,23122.42,12658.18
2011/3/4,23408.86,12849.77
2011/3/7,23313.19,12820.81
2011/3/8,23711.7,12990.8
2011/3/9,23810.11,13088.93
2011/3/10,23614.89,12992.5
2011/3/11,23249.78,12752.01
2011/3/14,23345.88,12882.75
2011/3/15,22678.25,12551.96
2011/3/16,22700.88,12642.77
2011/3/17,22284.43,12457.68
2011/3/18,22300.23,12427.92
2011/3/21,22685.22,12645.65
2011/3/22,22857.9,12783.2
2011/3/23,22825.4,12752.61
2011/3/24,22915.28,12831.94
2011/3/25,23158.67,12975.54
2011/3/28,23068.19,12894.47
2011/3/29,23060.36,12920.44
2011/3/30,23451.43,13162
2011/3/31,23527.52,13315.84
2011/4/1,23801.9,13451.48
2011/4/4,24150.58,13586.7
2011/4/6,24285.05,13657.63
2011/4/7,24281.8,13647.79
2011/4/8,24396.07,13652.92
2011/4/11,24303.07,13684.06
2011/4/12,23976.37,13437.53
2011/4/13,24135.03,13566.46
2011/4/14,24014,13481.73
2011/4/15,24008.07,13533.58
2011/4/18,23830.31,13410.9
2011/4/19,23520.62,13246.86
2011/4/20,23896.1,13492.38
2011/4/21,24138.31,13659.35
2011/4/26,24007.38,13558.41
2011/4/27,23892.84,13452.44
2011/4/28,23805.63,13319.96
2011/4/29,23720.81,13208.71
2011/5/3,23633.25,13106.54
2011/5/4,23315.24,12866.59
2011/5/5,23261.61,12807.76
2011/5/6,23159.14,12848.82
2011/5/9,23336,12934.47
2011/5/11,23291.8,12962.33
2011/5/12,23073.76,12795.95
2011/5/13,23276.27,12894.13
2011/5/16,22960.63,12676.79
2011/5/17,22901.08,12733.21
2011/5/18,23011.14,12870.83
2011/5/19,23163.38,12935.59
2011/5/20,23199.39,12947.94
2011/5/23,22711.02,12624.16
2011/5/24,22730.78,12680.99
2011/5/25,22747.28,12689.66
2011/5/26,22900.79,12752.08
2011/5/27,23118.07,12960.82
2011/5/30,23184.32,13004.31
2011/5/31,23684.13,13268.39
2011/6/1,23626.43,13232.39
2011/6/2,23253.84,12976.86
2011/6/3,22949.56,12750.66
2011/6/7,22868.67,12721.48
2011/6/8,22661.63,12581.55
2011/6/9,22609.83,12472.59
2011/6/10,22420.37,12380.81
2011/6/13,22508.08,12432.84
2011/6/14,22496,12488.27
2011/6/15,22343.77,12397.6
2011/6/16,21953.11,12161.42
2011/6/17,21695.26,12045.05
2011/6/20,21599.51,12009.33
2011/6/21,21850.59,12148.74
2011/6/22,21859.97,12148.94
2011/6/23,21759.14,12066.52
2011/6/24,22171.95,12436.74
2011/6/27,22041.77,12478.61
2011/6/28,22061.78,12486.79
2011/6/29,22061.18,12404.52
2011/6/30,22398.1,12576.68
2011/7/4,22770.47,12873.6
2011/7/5,22747.95,12842.39
2011/7/6,22517.55,12598.34
2011/7/7,22530.18,12640.34
2011/7/8,22726.43,12756.32
2011/7/11,22347.23,12497.32
2011/7/12,21663.16,12032.03
2011/7/13,21926.88,12293.65
2011/7/14,21940.2,12327.21
2011/7/15,21875.38,12266.32
2011/7/18,21804.75,12258.45
2011/7/19,21902.4,12296.96
2011/7/20,22003.69,12382.67
2011/7/21,21987.29,12322.25
2011/7/22,22444.8,12598.77
2011/7/25,22293.29,12440.64
2011/7/26,22572.08,12604.68
2011/7/27,22541.69,12587.66
2011/7/28,22570.74,12517.53
2011/7/29,22440.25,12373.64
2011/8/1,22663.37,12540.4
2011/8/2,22421.46,12278.78
2011/8/3,21992.72,12007.1
2011/8/4,21884.74,11893.5
2011/8/5,20946.14,11434.59
2011/8/8,20490.57,11113.45
2011/8/9,19330.7,10426.07
2011/8/10,19783.67,10580.41
2011/8/11,19595.14,10502.73
2011/8/12,19620.01,10452.64
2011/8/15,20260.1,10944.17
2011/8/16,20212.08,10946.64
2011/8/17,20289.03,10936.11
2011/8/18,20016.27,10718.46
2011/8/19,19399.92,10277.38
2011/8/22,19486.87,10245.8
2011/8/23,19875.53,10578.96
2011/8/24,19466.79,10255.63
2011/8/25,19752.48,10430.39
2011/8/26,19582.88,10299.58
2011/8/29,19865.11,10511.87
2011/8/30,20204.17,10747.08
2011/8/31,20534.85,10943.29
2011/9/1,20585.33,10922.53
2011/9/2,20212.91,10664.45
2011/9/5,19616.4,10299.17
2011/9/6,19710.5,10347.04
2011/9/7,20048,10544.86
2011/9/8,19912.82,10499.89
2011/9/9,19866.63,10468.89
2011/9/12,19030.54,9967.86
2011/9/14,19045.44,9968.86
2011/9/15,19181.5,10051.67
2011/9/16,19455.31,10249.2
2011/9/19,18917.95,9866.97
2011/9/20,19014.8,9916.23
2011/9/21,18824.17,9822.67
2011/9/22,17911.95,9202.7
2011/9/23,17668.83,9033.09
2011/9/26,17407.8,8735.4
2011/9/27,18130.55,9294.22
2011/9/28,18011.06,9277.49
2011/9/30,17592.41,8917.36
2011/10/3,16822.15,8408.26
2011/10/4,16250.27,8102.58
2011/10/6,17172.28,8571.49
2011/10/7,17707.01,8887.53
2011/10/10,17711.06,8869.55
2011/10/11,18141.59,9257.34
2011/10/12,18329.46,9455.84
2011/10/13,18757.81,9802.58
2011/10/14,18501.79,9584.83
2011/10/17,18873.99,9853.34
2011/10/18,18076.46,9340.43
2011/10/19,18309.22,9449.14
2011/10/20,17983.1,9196.68
2011/10/21,18025.72,9219.73
2011/10/24,18771.82,9717.65
2011/10/25,18968.2,9860.98
2011/10/26,19066.54,10050.59
2011/10/27,19688.7,10565.76
2011/10/28,20019.24,10625.16
2011/10/31,19864.87,10512.99
2011/11/1,19369.96,10184.48
2011/11/2,19733.71,10445.85
2011/11/3,19242.5,10294.92
2011/11/4,19842.79,10705.48
2011/11/7,19677.89,10646.75
2011/11/8,19678.47,10686.02
2011/11/9,20014.43,10917.7
2011/11/10,18963.89,10300.18
2011/11/11,19137.17,10430.07
2011/11/14,19508.18,10716.9
2011/11/15,19348.44,10637.86
2011/11/16,18960.9,10332.09
2011/11/17,18817.47,10228.65
2011/11/18,18491.23,9957.4
2011/11/21,18225.85,9725.82
2011/11/22,18251.59,9745.35
2011/11/23,17864.43,9476.15
2011/11/24,17935.1,9566.29
2011/11/25,17689.48,9395.91
2011/11/28,18037.81,9609.86
2011/11/29,18256.2,9714.09
2011/11/30,17989.35,9508.94
2011/12/1,19002.26,10281.99
2011/12/2,19040.39,10350.51
2011/12/5,19179.69,10412.96
2011/12/6,18942.23,10258.54
2011/12/7,19240.58,10485.05
2011/12/8,19107.81,10395.37
2011/12/9,18586.23,10066.63
2011/12/12,18575.66,10059.35
2011/12/13,18447.17,9957.15
2011/12/14,18354.43,9888.15
2011/12/15,18026.84,9678.86
2011/12/16,18285.39,9867.41
2011/12/19,18070.21,9727.08
2011/12/20,18080.2,9740.01
2011/12/21,18416.45,9950.71
2011/12/22,18378.23,9944.62
2011/12/23,18629.17,10132.66
2011/12/28,18518.67,9980.51
2011/12/29,18397.92,9944.58
2011/12/30,18434.39,9936.48
2012/1/3,18877.41,10235.17
2012/1/4,18727.31,10094.41
2012/1/5,18813.41,10140.92
2012/1/6,18593.06,9987.33
2012/1/9,18865.72,10225.81
2012/1/10,19004.28,10413.61
2012/1/11,19151.94,10517.07
2012/1/12,19095.38,10519.21
2012/1/13,19204.42,10637.03
2012/1/16,19012.2,10489.59
2012/1/17,19627.75,10962.42
2012/1/18,19686.92,10952.6
2012/1/19,19942.95,11138.49
2012/1/20,20110.37,11146.99
2012/1/26,20439.14,11416.88
2012/1/27,20501.67,11446.52
2012/1/30,20160.41,11145.6
2012/1/31,20390.49,11299.05
2012/2/1,20333.37,11253.8
2012/2/2,20739.45,11583.47
2012/2/3,20756.98,11605.57
2012/2/6,20709.94,11564.86
2012/2/7,20699.19,11499.77
2012/2/8,21018.46,11705.86
2012/2/9,21010.01,11669.15
2012/2/10,20783.86,11405.22
2012/2/13,20887.4,11467.66
2012/2/14,20917.83,11413.16
2012/2/15,21365.23,11685.73
2012/2/16,21277.28,11577.36
2012/2/17,21491.62,11711.51
2012/2/20,21424.79,11669.51
2012/2/21,21478.72,11689.69
2012/2/22,21549.28,11823.6
2012/2/23,21380.99,11714.29
2012/2/24,21406.86,11689.84
2012/2/27,21217.86,11540.23
2012/2/28,21568.73,11761.3
2012/2/29,21680.08,11826.76
2012/3/1,21387.96,11602.44
2012/3/2,21562.26,11738.71
2012/3/5,21265.31,11470.7
2012/3/6,20806.25,11119.17
2012/3/7,20627.78,10976.49
2012/3/8,20900.73,11168.5
2012/3/9,21086,11256.28
2012/3/12,21134.18,11225.91
2012/3/13,21339.7,11356.28
2012/3/14,21307.89,11300.41
2012/3/15,21353.53,11240.57
2012/3/16,21317.85,11216.39
2012/3/19,21115.29,11036.1
2012/3/20,20888.24,10870.61
2012/3/21,20856.63,10776
2012/3/22,20901.56,10767.49
2012/3/23,20668.8,10658.07
2012/3/26,20668.86,10591.52
2012/3/27,21046.91,10811.07
2012/3/28,20885.42,10701.37
2012/3/29,20609.39,10532.98
2012/3/30,20555.58,10640.16
2012/4/2,20522.26,10658.76
2012/4/3,20790.98,10859.49
2012/4/5,20593,10744.91
2012/4/10,20356.24,10596.91
2012/4/11,20140.67,10503.83
2012/4/12,20327.32,10664.61
2012/4/13,20701.04,10936.9
2012/4/16,20610.64,10844.74
2012/4/17,20562.31,10794.6
2012/4/18,20780.73,10896.89
2012/4/19,20995.01,11047.43
2012/4/20,21010.64,11050.16
2012/4/23,20624.39,10810.48
2012/4/24,20677.16,10817.16
2012/4/25,20646.29,10812.79
2012/4/26,20809.71,10911.55
2012/4/27,20741.45,10905.1
2012/4/30,21094.21,11081
2012/5/2,21309.08,11145.96
2012/5/3,21249.53,10987.06
2012/5/4,21086,10882.18
2012/5/7,20536.65,10574.41
2012/5/8,20484.75,10525.75
2012/5/9,20330.64,10356.64
2012/5/10,20227.28,10289.81
2012/5/11,19964.63,10143.07
2012/5/14,19735.04,9986.98
2012/5/15,19894.31,10084.59
2012/5/16,19259.83,9741.97
2012/5/17,19200.93,9700.87
2012/5/18,18951.85,9577.18
2012/5/21,18922.32,9582.46
2012/5/22,19039.15,9698.6
2012/5/23,18786.19,9573.94
2012/5/24,18666.4,9541.33
2012/5/25,18713.41,9539.29
2012/5/28,18800.99,9647.79
2012/5/29,19055.46,9858.19
2012/5/30,18690.22,9690.67
2012/5/31,18629.52,9686.03
2012/6/1,18558.34,9620.87
2012/6/4,18185.59,9375.33
2012/6/5,18259.03,9397.99
2012/6/6,18520.53,9438.03
2012/6/7,18678.29,9473.46
2012/6/8,18502.34,9352.79
2012/6/11,18953.63,9574.8
2012/6/12,18872.56,9519.53
2012/6/13,19026.52,9658.47
2012/6/14,18808.4,9518.59
2012/6/15,19233.94,9744.55
2012/6/18,19427.81,9818.76
2012/6/19,19416.67,9800.23
2012/6/20,19518.85,9821.22
2012/6/21,19265.07,9663.42
2012/6/22,18995.13,9504.19
2012/6/25,18897.45,9364.03
2012/6/26,18981.84,9398.29
2012/6/27,19176.95,9461.22
2012/6/28,19025.27,9336.38
2012/6/29,19441.46,9574.84
2012/7/3,19735.53,9711.57
2012/7/4,19709.75,9684.47
2012/7/5,19809.13,9702.91
2012/7/6,19800.64,9679.62
2012/7/9,19428.09,9447.24
2012/7/10,19396.36,9386.66
2012/7/11,19419.87,9373.34
2012/7/12,19025.11,9166.71
2012/7/13,19092.63,9237.04
2012/7/16,19121.34,9218.78
2012/7/17,19455.33,9380.67
2012/7/18,19239.88,9292.55
2012/7/19,19559.05,9514.85
2012/7/20,19640.8,9570.51
2012/7/23,19053.47,9271.6
2012/7/24,18903.2,9217.23
2012/7/25,18877.33,9218.86
2012/7/26,18892.79,9210.92
2012/7/27,19274.96,9398.85
2012/7/30,19585.4,9523.43
2012/7/31,19796.81,9674.27
2012/8/1,19820.38,9762.37
2012/8/2,19690.2,9669.21
2012/8/3,19666.18,9660.99
2012/8/6,19998.72,9812.92
2012/8/7,20072.55,9851.75
2012/8/8,20065.52,9867.76
2012/8/9,20269.47,9962.17
2012/8/10,20136.12,9905.22
2012/8/13,20081.36,9814.59
2012/8/14,20291.68,9915.44
2012/8/15,20052.29,9779.06
2012/8/16,19962.95,9741.78
2012/8/17,20116.07,9831.12
2012/8/20,20104.27,9794.86
2012/8/21,20100.09,9825.95
2012/8/22,19887.78,9698.83
2012/8/23,20132.24,9836.14
2012/8/24,19880.03,9674.82
2012/8/27,19798.67,9544.62
2012/8/28,19811.8,9521.77
2012/8/29,19788.51,9470.46
2012/8/30,19552.91,9340.86
2012/8/31,19482.57,9280.25
2012/9/3,19559.21,9287.51
2012/9/4,19429.91,9195.78
2012/9/5,19145.07,9020.34
2012/9/6,19209.3,9069.39
2012/9/7,19802.16,9428.21
2012/9/10,19827.17,9393.6
2012/9/11,19857.88,9377.07
2012/9/12,20075.39,9488.52
2012/9/13,20047.63,9480.27
2012/9/14,20629.78,9829.43
2012/9/17,20658.11,9780.92
2012/9/18,20601.93,9683.89
2012/9/19,20841.91,9849.06
2012/9/20,20590.92,9707.91
2012/9/21,20734.94,9804.77
2012/9/24,20694.7,9767.49
2012/9/25,20698.68,9745.4
2012/9/26,20527.73,9628.4
2012/9/27,20762.29,9768.7
2012/9/28,20840.38,9831.62
2012/10/3,20888.28,9828.22
2012/10/4,20907.95,9848.53
2012/10/5,21012.38,9965.18
2012/10/8,20824.56,9839.84
2012/10/9,20937.28,9967.04
2012/10/10,20919.6,10041.11
2012/10/11,20999.05,10231.2
2012/10/12,21136.43,10345.28
2012/10/15,21148.25,10375.32
2012/10/16,21207.07,10367.46
2012/10/17,21416.64,10491.46
2012/10/18,21518.71,10636.25
2012/10/19,21551.76,10683.61
2012/10/22,21697.55,10742.79
2012/10/24,21763.78,10638.73
2012/10/25,21810.23,10616.43
2012/10/26,21545.57,10449.53
2012/10/29,21511.05,10546.24
2012/10/30,21428.58,10458.26
2012/10/31,21641.82,10582.05
2012/11/1,21821.87,10701.21
2012/11/2,22111.33,10833.73
2012/11/5,22006.4,10768.28
2012/11/6,21944.43,10734.42
2012/11/7,22099.85,10813.34
2012/11/8,21566.91,10527.13
2012/11/9,21384.38,10454.85
2012/11/12,21430.3,10443.47
2012/11/13,21188.65,10230.07
2012/11/14,21441.99,10405.76
2012/11/15,21108.93,10199.6
2012/11/16,21159.01,10242.7
2012/11/19,21262.06,10290.21
2012/11/20,21228.28,10227.24
2012/11/21,21524.36,10397.73
2012/11/22,21743.2,10492.09
2012/11/23,21913.98,10606.99
2012/11/26,21861.81,10568.41
2012/11/27,21844.03,10527.84
2012/11/28,21708.98,10399.16
2012/11/29,21922.89,10488.1
2012/11/30,22030.39,10622.67
2012/12/3,21767.85,10458.91
2012/12/4,21799.97,10523.89
2012/12/5,22270.91,10830.04
2012/12/6,22249.81,10865.07
2012/12/7,22191.17,10919.24
2012/12/10,22276.72,10993.9
2012/12/11,22323.94,10991.86
2012/12/12,22503.35,11161.56
2012/12/13,22445.58,11142.92
2012/12/14,22605.98,11307.42
2012/12/17,22513.61,11294.11
2012/12/18,22494.73,11301.72
2012/12/19,22623.37,11388.4
2012/12/20,22659.78,11352.45
2012/12/21,22506.29,11229.09
2012/12/24,22541.18,11270.94
2012/12/27,22619.78,11348.5
2012/12/28,22666.59,11378.24
2012/12/31,22656.92,11436.16
2013/1/2,23311.98,11897.66
2013/1/3,23398.6,11987.23
2013/1/4,23331.09,11937.45
2013/1/7,23329.75,11973.07
2013/1/8,23111.19,11714.15
2013/1/9,23218.47,11817.77
2013/1/10,23354.31,11931.47
2013/1/11,23264.07,11842.59
2013/1/14,23413.26,12003.75
2013/1/15,23381.51,12006.82
2013/1/16,23356.99,11907.52
2013/1/17,23339.76,11858.21
2013/1/18,23601.78,12105.71
2013/1/21,23590.91,12125.89
2013/1/22,23658.99,12196.74
2013/1/23,23635.1,12166.7
2013/1/24,23598.9,12095.77
2013/1/25,23580.43,12001.81
2013/1/28,23671.88,12100.08
2013/1/29,23655.17,12077.87
2013/1/30,23822.06,12172.24
2013/1/31,23729.53,12130.59
2013/2/1,23721.84,12215.03
2013/2/4,23685.01,12156.58
2013/2/5,23148.53,11813.39
2013/2/6,23256.93,11849.25
2013/2/7,23177,11681.96
2013/2/8,23215.16,11649.78
2013/2/14,23413.25,11821.44
2013/2/15,23444.56,11845.2
2013/2/18,23381.94,11735.22
2013/2/19,23143.91,11525.7
2013/2/20,23307.41,11683.04
2013/2/21,22906.67,11426.22
2013/2/22,22782.44,11317.13
2013/2/25,22820.08,11333.98
2013/2/26,22519.69,11104.1
2013/2/27,22577.01,11144.34
2013/2/28,23020.27,11437.17
2013/3/1,22880.22,11344.24
2013/3/4,22537.81,11104.65
2013/3/5,22560.5,11169.52
2013/3/6,22777.84,11359.04
2013/3/7,22771.44,11311.45
2013/3/8,23091.95,11484.35
2013/3/11,23090.82,11435.82
2013/3/12,22890.6,11292.14
2013/3/13,22556.65,11037.41
2013/3/14,22619.18,11101.96
2013/3/15,22533.11,11020.89
2013/3/18,22083.36,10794.7
2013/3/19,22041.86,10740.05
2013/3/20,22256.44,10978.75
2013/3/21,22225.88,10944.35
2013/3/22,22115.3,10896.48
2013/3/25,22251.15,10978
2013/3/26,22311.08,10925.13
2013/3/27,22464.82,11033.61
2013/3/28,22299.63,10896.22
2013/4/2,22367.82,10811.44
2013/4/3,22337.49,10758.8
2013/4/5,21726.9,10429.31
2013/4/8,21718.05,10429.76
2013/4/9,21870.34,10610.77
2013/4/10,22034.56,10694.23
2013/4/11,22101.27,10708.25
2013/4/12,22089.05,10655.68
2013/4/15,21772.67,10440.76
2013/4/16,21672.03,10426.56
2013/4/17,21569.67,10300.93
2013/4/18,21512.52,10266.59
2013/4/19,22013.57,10587.32
2013/4/22,22044.37,10590.75
2013/4/23,21806.61,10425.09
2013/4/24,22183.05,10634.37
2013/4/25,22401.24,10772.76
2013/4/26,22547.71,10834.08
2013/4/29,22580.77,10785.58
2013/4/30,22737.01,10917.97
2013/5/2,22668.3,10825.35
2013/5/3,22689.96,10845.99
