date,signal,usdtwd,usdkrw
2013-10-02,-1,1073.45796098178,-1074.47
2013-10-03,-1,1070.998791189,-1072
2013-10-04,1,-1070.53924648319,1071.5
2013-10-07,0,-0,0
2013-10-08,-1,1074.08562901282,-1075.1
2013-10-09,-1,1074.94329192974,-1075.93
2013-10-10,1,-1070.72391515305,1071.64
2013-10-11,-1,1070.37585943902,-1071.4
2013-10-14,1,-1070.71998642465,1071.7
2013-10-15,1,-1063.86876786135,1064.78
2013-10-16,-1,1066.23560389853,-1067.22
2013-10-17,1,-1061.89169859885,1062.83
2013-10-18,1,-1059.55965180708,1060.5
2013-10-21,0,-0,0
2013-10-22,1,-1056.95276543205,1057.9
2013-10-23,1,-1057.44869224981,1058.4
2013-10-24,-1,1061.79270780634,-1062.83
2013-10-25,1,-1061.53339325491,1062.5
2013-10-28,1,-1060.73081833054,1061.7
2013-10-29,1,-1061.66462858335,1062.63
2013-10-30,1,-1058.46879198858,1059.42
2013-10-31,-1,1060.30419838939,-1061.28
2013-11-01,-1,1060.37324084797,-1061.36
2013-11-04,-1,1061.63081402233,-1062.63
2013-11-05,1,-1060.52274561938,1061.48
2013-11-06,1,-1059.2708776707,1060.22
2013-11-07,-1,1062.42187484368,-1063.42
2013-11-08,1,-1061.6165916052,1062.57
2013-11-11,-1,1071.4303655721,-1072.5
2013-11-12,1,-1072.28387573983,1073.25
2013-11-13,1,-1070.0698807123,1071.01
2013-11-14,1,-1067.71406613293,1068.66
2013-11-15,1,-1061.89528077609,1062.8
2013-11-18,1,-1054.39981594354,1055.29
2013-11-19,-1,1054.33446288018,-1055.31
2013-11-20,1,-1055.8940688678,1056.83
2013-11-21,-1,1061.12171922496,-1062.12
2013-11-22,1,-1060.50718128604,1061.44
2013-11-25,1,-1059.18450967138,1060.12
2013-11-26,0,-0,0
2013-11-27,1,-1060.10791258901,1061.05
2013-11-28,-1,1060.43831468822,-1061.4
2013-11-29,1,-1057.28122589308,1058.21
2013-12-02,1,-1057.55449990156,1058.5
2013-12-03,-1,1060.20262941828,-1061.22
2013-12-04,1,-1060.79055000788,1061.75
2013-12-05,1,-1057.80090614513,1058.72
2013-12-06,1,-1056.06447729689,1057
2013-12-09,1,-1052.03223747336,1052.95
2013-12-10,0,-0,0
2013-12-11,0,-0,0
2013-12-12,1,-1050.56604482939,1051.5
2013-12-13,-1,1052.38590322638,-1053.35
2013-12-16,1,-1052.0594167822,1053
2013-12-17,1,-1049.96110050384,1050.9
2013-12-18,1,-1051.30412295,1052.25
2013-12-19,-1,1058.77028953677,-1059.73
2013-12-20,-1,1060.84982004715,-1061.8
2013-12-23,1,-1059.59409521324,1060.5
2013-12-24,1,-1059.27791452415,1060.2
2013-12-25,0,-0,0
2013-12-26,-1,1058.29223773294,-1059.25
2013-12-27,1,-1053.76856574616,1054.67
2013-12-30,-1,1054.72903178457,-1055.72
2013-12-31,1,-1049.57060805737,1050.5
2014-01-01,0,-0,0
2014-01-02,1,-1049.62738922872,1050.55
2014-01-03,-1,1054.51611680827,-1055.5
2014-01-06,-1,1064.43388075337,-1065.46
2014-01-07,-1,1068.53303222969,-1069.5
2014-01-08,1,-1064.80432568947,1065.7
2014-01-09,1,-1062.07494813929,1063
2014-01-10,-1,1060.81789796634,-1061.77
2014-01-13,1,-1056.12284984466,1057
2014-01-14,-1,1058.449555871,-1059.4
2014-01-15,-1,1062.63280258193,-1063.6
2014-01-16,-1,1062.55626668116,-1063.5
2014-01-17,1,-1060.89516083158,1061.8
2014-01-20,-1,1062.80558208292,-1063.77
2014-01-21,1,-1064.38150714587,1065.3
2014-01-22,-1,1066.57659663483,-1067.55
2014-01-23,-1,1072.51649427973,-1073.55
2014-01-24,-1,1079.32056510413,-1080.35
2014-01-27,1,-1082.83860983626,1083.8
2014-01-28,1,-1078.66435329093,1079.59
2014-01-29,1,-1069.20500321467,1070.05
2014-01-30,-1,1079.44045541074,-1080.5
2014-01-31,-1,1080.33282625244,-1081.31
2014-02-03,-1,1083.74433982116,-1084.75
2014-02-04,0,-0,0
2014-02-05,1,-1077.10972824461,1078
2014-02-06,-1,1078.06999928073,-1079.05
2014-02-07,1,-1074.08184559251,1075
2014-02-10,1,-1071.876651318,1072.8
2014-02-11,1,-1069.95858291836,1070.9
2014-02-12,1,-1061.72394351405,1062.59
2014-02-13,-1,1065.28397381741,-1066.25
2014-02-14,1,-1062.5633756106,1063.5
2014-02-17,1,-1059.5420387209,1060.45
2014-02-18,-1,1064.52717059705,-1065.5
2014-02-19,0,-0,0
2014-02-20,-1,1071.22676049024,-1072.2
2014-02-21,-1,1072.06303470602,-1073
2014-02-24,-1,1073.52620324282,-1074.5
2014-02-25,1,-1073.07466220931,1074
2014-02-26,1,-1065.11173699276,1065.97
2014-02-27,-1,1068.84652386142,-1069.8
2014-02-28,1,-1065.56981382784,1066.46
2014-03-03,-1,1069.21608269793,-1070.18
2014-03-04,-1,1070.50091168742,-1071.45
2014-03-05,0,-0,0
2014-03-06,1,-1063.7001880527,1064.55
2014-03-07,-1,1064.21301789121,-1065.15
2014-03-10,0,-0,0
2014-03-11,1,-1064.68331850816,1065.58
2014-03-12,-1,1069.67447178683,-1070.65
2014-03-13,1,-1069.07968589851,1070
2014-03-14,-1,1070.29387654108,-1071.23
2014-03-17,1,-1066.85720196121,1067.75
2014-03-18,1,-1068.60352323483,1069.5
2014-03-19,1,-1069.75347428563,1070.68
2014-03-20,-1,1076.29015593688,-1077.23
2014-03-21,-1,1079.00012113296,-1080
2014-03-24,1,-1076.88223577387,1077.8
2014-03-25,-1,1078.50157860745,-1079.5
2014-03-26,1,-1074.2049158971,1075.1
2014-03-27,1,-1070.97583326561,1071.9
2014-03-28,1,-1069.06952898355,1070
2014-03-31,1,-1063.99586260873,1064.9
2014-04-01,1,-1057.57882435541,1058.5
2014-04-02,1,-1056.72659634224,1057.65
2014-04-03,-1,1057.06160276748,-1058
2014-04-04,1,-1053.38439425066,1054.3
2014-04-07,0,-0,0
2014-04-08,-1,1051.40066499101,-1052.35
2014-04-09,1,-1040.67060409991,1041.5
2014-04-10,1,-1039.26401089924,1040.15
2014-04-11,1,-1034.81106906533,1035.65
2014-04-14,1,-1038.79680254696,1039.69
2014-04-15,-1,1040.36569080225,-1041.3
2014-04-16,1,-1037.70641174938,1038.6
2014-04-17,1,-1037.59619438156,1038.5
2014-04-18,1,-1037.10916045377,1038
2014-04-21,1,-1038.11487933913,1039.01
2014-04-22,1,-1037.02487589443,1037.9
2014-04-23,-1,1038.67025681402,-1039.6
2014-04-24,-1,1038.82352454197,-1039.75
2014-04-25,-1,1040.27021355892,-1041.2
2014-04-28,1,-1034.28595141198,1035.15
2014-04-29,1,-1029.40062103448,1030.28
2014-04-30,-1,1032.58075936465,-1033.5
2014-05-01,0,-0,0
2014-05-02,1,-1029.25933898272,1030.12
2014-05-05,-1,1029.19952032424,-1030.12
2014-05-06,-1,1029.20976446158,-1030.12
2014-05-07,1,-1021.74443811423,1022.55
2014-05-08,-1,1021.76640689324,-1022.7
2014-05-09,1,-1023.29622061334,1024.2
2014-05-12,1,-1023.69576803678,1024.58
2014-05-13,1,-1021.60480846929,1022.5
2014-05-14,-1,1026.9194571684,-1027.9
2014-05-15,1,-1024.16026033105,1025.05
2014-05-16,0,-0,0
2014-05-19,1,-1021.5869917818,1022.5
2014-05-20,-1,1024.56348706234,-1025.5
2014-05-21,-1,1026.15951547059,-1027.1
2014-05-22,1,-1023.84571635528,1024.75
2014-05-23,-1,1023.92745912047,-1024.85
2014-05-26,-1,1023.37450652665,-1024.3
2014-05-27,1,-1023.10300596634,1024
2014-05-28,0,-0,0
2014-05-29,-1,1019.94100945571,-1020.9
2014-05-30,1,-1019.87798512861,1020.8
2014-06-02,-1,1023.56334322742,-1024.5
2014-06-03,0,-0,0
2014-06-04,0,-0,0
2014-06-05,1,-1019.58473444621,1020.5
2014-06-06,1,-1019.0375779217,1019.95
2014-06-09,1,-1015.85389340932,1016.75
2014-06-10,-1,1016.26941330978,-1017.2
2014-06-11,1,-1014.89216228495,1015.8
2014-06-12,-1,1016.75463378069,-1017.7
2014-06-13,-1,1017.12141886505,-1018.05
2014-06-16,-1,1019.55885368669,-1020.5
2014-06-17,1,-1021.08035658807,1022
2014-06-18,-1,1022.11520288041,-1023.12
2014-06-19,1,-1018.0267637597,1018.92
2014-06-20,-1,1020.23701250065,-1021.21
2014-06-23,1,-1018.07559856111,1019
2014-06-24,-1,1018.03606118609,-1019
2014-06-25,-1,1018.99014838736,-1019.95
2014-06-26,1,-1015.76696364009,1016.7
2014-06-27,1,-1013.20393311799,1014.12
2014-06-30,1,-1011.06669696211,1012
2014-07-01,1,-1009.95413409271,1010.88
2014-07-02,1,-1008.6761863424,1009.6
2014-07-03,-1,1008.29995289602,-1009.25
2014-07-04,1,-1008.5173917481,1009.45
2014-07-07,-1,1010.54270975009,-1011.5
2014-07-08,0,-0,0
2014-07-09,-1,1011.2835428566,-1012.25
2014-07-10,1,-1012.56152084115,1013.5
2014-07-11,-1,1018.04929046134,-1019.05
2014-07-14,-1,1018.39444746916,-1019.35
2014-07-15,-1,1026.00337445378,-1027
2014-07-16,-1,1031.11837538328,-1032.15
2014-07-17,1,-1028.28651635379,1029.2
2014-07-18,-1,1028.51448369226,-1029.5
2014-07-21,1,-1026.11386431362,1027.05
2014-07-22,1,-1023.66577610347,1024.6
2014-07-23,-1,1023.23573808706,-1024.2
2014-07-24,-1,1028.42482367733,-1029.45
2014-07-25,1,-1025.13064857185,1026.05
2014-07-28,-1,1025.27776522146,-1026.25
2014-07-29,1,-1024.09444375517,1025.05
2014-07-30,1,-1023.80515168864,1024.75
2014-07-31,-1,1027.01848918628,-1028
2014-08-01,-1,1036.63823550616,-1037.75
2014-08-04,1,-1032.40355548103,1033.35
2014-08-05,1,-1027.27885659673,1028.2
2014-08-06,-1,1032.94219829309,-1034
2014-08-07,-1,1035.98889585684,-1037
2014-08-08,-1,1035.55065876215,-1036.55
2014-08-11,1,-1029.48404376657,1030.4
2014-08-12,1,-1026.20033452524,1027.15
2014-08-13,-1,1029.22479127356,-1030.25
2014-08-14,1,-1020.31418584086,1021.2
2014-08-15,-1,1020.2255222958,-1021.2
2014-08-18,1,-1016.68160316565,1017.6
2014-08-19,-1,1016.97252729254,-1017.95
2014-08-20,-1,1021.81503050012,-1022.85
2014-08-21,-1,1022.66204115631,-1023.65
2014-08-22,1,-1017.08293286596,1018
2014-08-25,-1,1019.05749630077,-1020.05
2014-08-26,1,-1015.71286846086,1016.65
2014-08-27,-1,1013.37176555103,-1014.35
2014-08-28,0,-0,0
2014-08-29,0,-0,0
2014-09-01,1,-1012.0886096218,1013.05
2014-09-02,-1,1017.60871913731,-1018.6
2014-09-03,-1,1018.94382826714,-1019.95
2014-09-04,1,-1018.14435300516,1019.1
2014-09-05,-1,1023.6075546593,-1024.65
2014-09-08,1,-1023.29326576127,1024.25
2014-09-09,-1,1033.60291644193,-1034.72
2014-09-10,1,-1033.41248346356,1034.4
2014-09-11,0,-0,0
2014-09-12,-1,1034.29652215967,-1035.3
2014-09-15,1,-1037.51169980227,1038.5
2014-09-16,1,-1035.21533700575,1036.2
2014-09-17,1,-1033.9375765753,1034.9
2014-09-18,-1,1042.85558955035,-1043.95
2014-09-19,-1,1043.15790442975,-1044.2
2014-09-22,1,-1040.03397549201,1041
2014-09-23,0,-0,0
2014-09-24,0,-0,0
2014-09-25,-1,1042.62178865698,-1043.65
2014-09-26,0,-0,0
2014-09-29,-1,1052.3352846769,-1053.4
2014-09-30,-1,1053.91163840626,-1054.95
2014-10-01,-1,1061.83772373991,-1062.95
2014-10-02,1,-1060.34375273596,1061.35
2014-10-03,1,-1060.35604817272,1061.35
2014-10-06,-1,1067.69947401795,-1068.9
2014-10-07,-1,1068.54298668923,-1069.65
2014-10-08,-1,1074.22857568845,-1075.4
2014-10-09,1,-1062.63688504969,1063.6
2014-10-10,-1,1072.91397653622,-1074.1
2014-10-13,1,-1066.09104066122,1067.1
2014-10-14,1,-1064.72277477009,1065.78
2014-10-15,1,-1059.92076429771,1060.97
2014-10-16,1,-1060.00414290942,1061.07
2014-10-17,-1,1062.2671148841,-1063.37
2014-10-20,1,-1055.20619202437,1056.2
2014-10-21,1,-1054.24762088953,1055.3
2014-10-22,1,-1052.69719713248,1053.74
2014-10-23,-1,1059.36636772519,-1060.5
2014-10-24,1,-1056.46137239631,1057.5
2014-10-27,1,-1050.03790657987,1051.03
2014-10-28,1,-1047.00977256127,1048.03
2014-10-29,-1,1053.05702848215,-1054.19
2014-10-30,1,-1053.6147387289,1054.67
2014-10-31,-1,1072.35519443079,-1073.6
2014-11-03,-1,1081.99288781401,-1083.15
2014-11-04,1,-1077.09339708378,1078.09
2014-11-05,-1,1089.40767703291,-1090.54
2014-11-06,-1,1089.9265417698,-1091
2014-11-07,1,-1085.84517793085,1086.84
2014-11-10,-1,1089.20931743403,-1090.29
2014-11-11,-1,1093.59967872592,-1094.72
2014-11-12,0,-0,0
2014-11-13,-1,1095.61135960764,-1096.68
2014-11-14,1,-1099.78056379287,1100.84
2014-11-17,-1,1099.84627313868,-1100.93
2014-11-18,1,-1099.7987392277,1100.85
2014-11-19,-1,1112.69666217462,-1113.8
2014-11-20,1,-1110.88532693024,1111.91
2014-11-21,1,-1110.22715089601,1111.25
2014-11-24,1,-1112.99142385314,1114.02
2014-11-25,1,-1109.19452665951,1110.22
2014-11-26,1,-1102.78354337308,1103.74
2014-11-27,1,-1099.32285112143,1100.32
2014-11-28,-1,1112.08803994705,-1113.17
2014-12-01,1,-1109.13140701405,1110.09
2014-12-02,-1,1114.30902741051,-1115.32
2014-12-03,-1,1115.10635928253,-1116.11
2014-12-04,1,-1111.41717288758,1112.36
2014-12-05,-1,1120.5730056706,-1121.6
2014-12-08,1,-1111.15686064882,1112.06
2014-12-09,1,-1104.06044506345,1104.93
2014-12-10,1,-1100.72216429408,1101.62
2014-12-11,-1,1101.88572610786,-1102.85
2014-12-12,1,-1103.41939856108,1104.35
2014-12-15,1,-1096.85759174023,1097.77
2014-12-16,1,-1080.24495009637,1081.01
2014-12-17,-1,1096.14446565189,-1097.16
2014-12-18,0,-0,0
2014-12-19,1,-1099.2477377498,1100.11
2014-12-22,1,-1099.23015996215,1100.12
2014-12-23,1,-1105.67105391386,1106.57
2014-12-24,1,-1103.4756996319,1104.35
2014-12-25,1,-1100.95875486074,1101.85
2014-12-26,1,-1098.92322353048,1099.8
2014-12-29,0,-0,0
2014-12-30,1,-1096.03013096807,1096.92
2014-12-31,1,-1093.02149733771,1093.9
2015-01-01,1,-1091.57867444724,1092.45
2015-01-02,-1,1105.97780435607,-1106.92
2015-01-05,1,-1109.09076429152,1109.93
2015-01-06,1,-1098.23973706241,1099
2015-01-07,0,-0,0
2015-01-08,1,-1094.6730229777,1095.51
2015-01-09,1,-1085.0503258204,1085.82
2015-01-12,1,-1081.90766106283,1082.72
2015-01-13,1,-1077.97406832752,1078.78
2015-01-14,-1,1081.96766587406,-1082.85
2015-01-15,1,-1074.87921027922,1075.69
2015-01-16,-1,1078.07373230805,-1079.07
2015-01-19,1,-1078.50445616113,1079.4
2015-01-20,-1,1087.10643060367,-1088.02
2015-01-21,1,-1081.41995406108,1082.3
2015-01-22,-1,1084.28346714113,-1085.24
2015-01-23,1,-1076.63358964774,1077.51
2015-01-26,-1,1079.80091267271,-1080.7
2015-01-27,-1,1076.98774466995,-1078.01
2015-01-28,-1,1084.90327469413,-1085.87
2015-01-29,-1,1099.01485475006,-1099.96
2015-01-30,1,-1101.48889690136,1102.4
2015-02-02,-1,1098.4665249977,-1099.45
2015-02-03,1,-1092.12105489779,1093.04
2015-02-04,1,-1087.19732695281,1088.09
2015-02-05,1,-1085.62529214947,1086.54
2015-02-06,-1,1097.04303103691,-1098.01
2015-02-09,-1,1094.31186509296,-1095.23
2015-02-10,-1,1098.34457519859,-1099.3
2015-02-11,-1,1107.26009290758,-1108.25
2015-02-12,-1,1100.55294458568,-1101.56
2015-02-13,1,-1096.96085680362,1097.88
2015-02-16,0,-0,0
2015-02-17,-1,1107.90355414174,-1108.87
2015-02-18,1,-1107.6855842991,1108.62
2015-02-19,1,-1110.8604567275,1111.82
2015-02-20,1,-1109.60072772134,1110.56
2015-02-23,1,-1107.4480661894,1108.4
2015-02-24,0,-0,0
2015-02-25,-1,1099.70149907311,-1100.71
2015-02-26,-1,1101.6592355189,-1102.65
2015-02-27,1,-1100.3045336012,1101.28
2015-03-02,-1,1102.04119334306,-1103.05
2015-03-03,1,-1095.89786288926,1096.83
2015-03-04,-1,1100.52033767079,-1101.52
2015-03-05,1,-1101.39810339602,1102.35
2015-03-06,-1,1109.79692413143,-1110.81
2015-03-09,-1,1113.94434507451,-1115
2015-03-10,-1,1126.38364078311,-1127.41
2015-03-11,-1,1131.07692664853,-1132.08
2015-03-12,1,-1124.71777382078,1125.64
2015-03-13,-1,1137.10577836785,-1138.12
2015-03-16,1,-1131.02943444445,1131.91
2015-03-17,-1,1128.3552466683,-1129.3
2015-03-18,1,-1110.92160832159,1111.66
2015-03-19,-1,1121.16661511556,-1122.03
2015-03-20,1,-1112.74949805162,1113.51
2015-03-23,1,-1105.98491419279,1106.73
2015-03-24,1,-1102.9251523438,1103.69
2015-03-25,1,-1101.13938582872,1101.9
2015-03-26,-1,1104.26673169451,-1105.07
2015-03-27,-1,1102.92718359471,-1103.73
2015-03-30,-1,1106.69565297518,-1107.49
2015-03-31,-1,1108.18535679694,-1108.99
2015-04-01,1,-1097.63012844636,1098.3
2015-04-02,0,-0,0
2015-04-03,0,-0,0
2015-04-06,1,-1085.37791591329,1086.13
2015-04-07,-1,1094.75599564655,-1095.57
2015-04-08,1,-1092.21809840848,1092.93
2015-04-09,1,-1095.98221141458,1096.74
2015-04-10,1,-1093.21831126206,1093.96
2015-04-13,-1,1100.83871676263,-1101.64
2015-04-14,1,-1091.39170716636,1092.06
2015-04-15,-1,1091.59643733925,-1092.34
2015-04-16,1,-1083.77001942511,1084.45
2015-04-17,-1,1083.06358801346,-1083.79
2015-04-20,1,-1082.55627510902,1083.25
2015-04-21,1,-1082.31105606915,1083.02
2015-04-22,-1,1083.33604334629,-1084.07
2015-04-23,0,-0,0
2015-04-24,-1,1075.55083035138,-1076.39
2015-04-27,-1,1068.16486935955,-1069.01
2015-04-28,1,-1063.6222890111,1064.38
2015-04-29,-1,1069.40994244733,-1070.32
2015-04-30,0,-0,0
2015-05-01,1,-1080.51971988322,1081.35
2015-05-04,-1,1080.9742166078,-1081.83
2015-05-05,-1,1080.47039524062,-1081.34
2015-05-06,-1,1079.48962581187,-1080.35
2015-05-07,-1,1093.13328941943,-1094.01
2015-05-08,1,-1087.21166147607,1087.99
2015-05-11,-1,1096.31653168631,-1097.14
2015-05-12,1,-1092.48243944371,1093.24
2015-05-13,-1,1092.15193891343,-1092.97
2015-05-14,-1,1087.80976603812,-1088.61
2015-05-15,1,-1082.95096231087,1083.72
2015-05-18,-1,1089.62486686111,-1090.45
2015-05-19,-1,1094.55027886372,-1095.37
2015-05-20,-1,1095.46134939969,-1096.28
2015-05-21,1,-1092.55061269536,1093.32
2015-05-22,-1,1095.87184815119,-1096.68
2015-05-25,1,-1096.18779668554,1096.96
2015-05-26,-1,1107.11323419565,-1107.92
2015-05-27,-1,1108.65079324878,-1109.43
2015-05-28,1,-1107.92562845481,1108.68
2015-05-29,1,-1112.25989045903,1113.01
2015-06-01,-1,1115.41885446891,-1116.2
2015-06-02,1,-1106.89437692523,1107.58
2015-06-03,-1,1106.75687771761,-1107.51
2015-06-04,-1,1112.8870334846,-1113.65
2015-06-05,-1,1123.77132755714,-1124.54
2015-06-08,1,-1118.22164879123,1118.87
2015-06-09,1,-1120.73962501489,1121.45
2015-06-10,0,-0,0
2015-06-11,-1,1112.72248317788,-1113.44
2015-06-12,1,-1111.46685064658,1112.17
2015-06-15,-1,1115.85305102869,-1116.62
2015-06-16,-1,1117.98173002854,-1118.74
2015-06-17,1,-1114.47583138933,1115.15
2015-06-18,1,-1104.88720516427,1105.58
2015-06-19,1,-1102.51739055515,1103.2
2015-06-22,1,-1100.69812347468,1101.38
2015-06-23,-1,1106.01579649048,-1106.73
2015-06-24,0,-0,0
2015-06-25,-1,1111.23823996347,-1111.98
2015-06-26,-1,1122.15327122787,-1122.95
2015-06-29,-1,1119.42906722365,-1120.16
2015-06-30,1,-1119.32339569934,1120.03
2015-07-01,-1,1124.46944975343,-1125.21
2015-07-02,-1,1122.7820984437,-1123.5
2015-07-03,1,-1121.89456046398,1122.6
2015-07-06,-1,1125.36355706399,-1126.09
2015-07-07,-1,1134.07300822713,-1134.8
2015-07-08,-1,1134.80521945571,-1135.53
2015-07-09,1,-1131.56323454392,1132.22
2015-07-10,0,-0,0
2015-07-13,-1,1135.85248358968,-1136.59
2015-07-14,-1,1142.39595221359,-1143.21
2015-07-15,-1,1146.77588498273,-1147.51
2015-07-16,-1,1146.05949207394,-1146.79
2015-07-17,-1,1149.44186770749,-1150.18
2015-07-20,-1,1155.96090413956,-1156.7
2015-07-21,1,-1148.20078973531,1148.84
2015-07-22,-1,1156.28166421235,-1157.04
2015-07-23,-1,1161.41117803113,-1162.13
2015-07-24,-1,1169.65707920729,-1170.35
2015-07-27,1,-1166.92249070841,1167.56
2015-07-28,0,-0,0
2015-07-29,1,-1161.34702406021,1162.04
2015-07-30,-1,1172.40345978565,-1173.17
2015-07-31,1,-1166.05343714691,1166.67
2015-08-03,-1,1170.30322965566,-1171.04
2015-08-04,1,-1168.67012853426,1169.37
2015-08-05,-1,1173.17139962767,-1173.91
2015-08-06,1,-1163.06546550001,1163.68
2015-08-07,1,-1164.03204507882,1164.7
2015-08-10,1,-1158.56348461066,1159.2
2015-08-11,1,-1178.54972510175,1179.23
2015-08-12,1,-1172.94438845377,1173.58
2015-08-13,-1,1177.76595370724,-1178.51
2015-08-14,0,-0,0
2015-08-17,1,-1182.67210494924,1183.36
2015-08-18,-1,1185.31435776006,-1186.07
2015-08-19,1,-1183.43968652427,1184.16
2015-08-20,1,-1184.21305038296,1184.93
2015-08-21,-1,1195.0584618408,-1195.85
2015-08-24,1,-1190.19052815334,1190.94
2015-08-25,-1,1189.46492323951,-1190.95
2015-08-26,1,-1181.98136345435,1183.2
2015-08-27,1,-1172.87170696433,1174.13
2015-08-28,-1,1178.56936004617,-1179.87
2015-08-31,1,-1181.55806852399,1182.82
2015-09-01,0,-0,0
2015-09-02,-1,1182.77158774722,-1184.08
2015-09-03,-1,1189.7068465854,-1191.04
2015-09-04,-1,1200.03746719053,-1201.33
2015-09-07,1,-1202.14614514996,1203.4
2015-09-08,1,-1193.75464358145,1194.96
2015-09-09,-1,1190.23303952105,-1191.51
2015-09-10,1,-1181.72696261483,1182.93
2015-09-11,1,-1181.47639660377,1182.69
2015-09-14,1,-1181.60615160053,1182.83
2015-09-15,1,-1177.92712307013,1179.13
2015-09-16,1,-1169.06851974945,1170.22
2015-09-17,0,-0,0
2015-09-18,-1,1171.70232733753,-1173.04
2015-09-21,1,-1177.17879945582,1178.45
2015-09-22,1,-1184.22463972658,1185.56
2015-09-23,-1,1193.53849182662,-1194.94
2015-09-24,1,-1189.84528465721,1191.14
2015-09-25,-1,1191.69487894274,-1193.07
2015-09-28,-1,1194.66072073505,-1196.04
2015-09-29,-1,1194.60059173444,-1196.02
2015-09-30,1,-1184.01119706858,1185.29
2015-10-01,0,-0,0
2015-10-02,1,-1171.77523869033,1173.1
2015-10-05,1,-1159.71468396909,1161.01
2015-10-06,1,-1160.28064273132,1161.58
2015-10-07,-1,1157.45355067183,-1158.81
2015-10-08,1,-1151.66604092685,1152.98
2015-10-09,1,-1146.7437225857,1148.05
2015-10-12,1,-1142.88238157696,1144.16
2015-10-13,1,-1148.96447667584,1150.29
2015-10-14,1,-1135.78456630163,1137.01
2015-10-15,1,-1121.781432837,1123.04
2015-10-16,1,-1130.17228412707,1131.44
2015-10-19,1,-1130.78926045675,1132.06
2015-10-20,-1,1130.07708123874,-1131.49
2015-10-21,-1,1138.66598689936,-1140.07
2015-10-22,1,-1129.09586834505,1130.36
2015-10-23,-1,1134.62676171165,-1136.01
2015-10-26,1,-1128.32450411987,1129.63
2015-10-27,-1,1134.78702802971,-1136.14
2015-10-28,-1,1144.25711387554,-1145.6
2015-10-29,1,-1140.89029054527,1142.19
2015-10-30,-1,1139.83476844011,-1141.16
2015-11-02,1,-1137.09712236741,1138.38
2015-11-03,1,-1128.69076093556,1129.91
2015-11-04,-1,1133.88685512074,-1135.25
2015-11-05,-1,1136.58828063574,-1137.91
2015-11-06,-1,1151.46885201719,-1152.78
2015-11-09,-1,1157.48218866971,-1158.79
2015-11-10,-1,1157.66346284102,-1158.93
2015-11-11,1,-1153.9811210336,1155.23
2015-11-12,-1,1158.00160843958,-1159.28
2015-11-13,-1,1169.05088681688,-1170.34
2015-11-16,-1,1168.40143110494,-1169.64
2015-11-17,-1,1168.53181392413,-1169.77
2015-11-18,1,-1165.10061831963,1166.3
2015-11-19,-1,1154.41534830538,-1155.66
2015-11-20,1,-1153.40114027397,1154.62
2015-11-23,1,-1157.62513772027,1158.86
2015-11-24,1,-1145.57097249227,1146.72
2015-11-25,1,-1143.04586524913,1144.21
2015-11-26,-1,1147.64591688888,-1148.88
2015-11-27,-1,1155.62161364522,-1156.83
2015-11-30,-1,1159.38091434144,-1160.61
2015-12-01,1,-1154.5146879617,1155.69
2015-12-02,-1,1161.82015009805,-1163.01
2015-12-03,1,-1152.91143558114,1154.02
2015-12-04,-1,1162.39476138414,-1163.64
2015-12-07,-1,1175.15432922721,-1176.35
2015-12-08,-1,1179.33293930539,-1180.49
2015-12-09,-1,1180.79489722885,-1181.96
2015-12-10,-1,1177.88780683115,-1179.06
2015-12-11,1,-1186.42512956671,1187.58
2015-12-14,-1,1183.09877274028,-1184.32
2015-12-15,1,-1173.56105610895,1174.69
2015-12-16,1,-1170.87667995205,1172.02
2015-12-17,-1,1183.86631732677,-1185.04
2015-12-18,-1,1181.28621770075,-1182.43
2015-12-21,1,-1173.40188330868,1174.46
2015-12-22,1,-1170.60155271305,1171.72
2015-12-23,-1,1172.8522711153,-1174.02
2015-12-24,1,-1168.92801130176,1170.03
2015-12-25,-1,1169.807075282,-1170.95
2015-12-28,1,-1167.72490832342,1168.85
2015-12-29,0,-0,0
2015-12-30,0,-0,0
2015-12-31,-1,1174.75468415832,-1175.95
2016-01-01,1,-1174.29705228799,1175.45
2016-01-04,-1,1189.19459169591,-1190.35
2016-01-05,1,-1189.70889621264,1190.81
2016-01-06,-1,1199.35663499088,-1200.52
2016-01-07,1,-1196.21284422179,1197.29
2016-01-08,-1,1206.79012348325,-1207.94
2016-01-11,1,-1203.69413848744,1204.76
2016-01-12,-1,1209.23255802838,-1210.33
2016-01-13,-1,1209.15801421798,-1210.24
2016-01-14,1,-1206.69866902235,1207.74
2016-01-15,-1,1213.69484366179,-1214.81
2016-01-18,1,-1210.53614494114,1211.57
2016-01-19,1,-1206.42881046143,1207.49
2016-01-20,1,-1208.16436534935,1209.25
2016-01-21,1,-1202.67687282303,1203.76
2016-01-22,1,-1196.48565405473,1197.57
2016-01-25,0,-0,0
2016-01-26,1,-1197.12867037846,1198.2
2016-01-27,-1,1207.63195566402,-1208.79
2016-01-28,0,-0,0
2016-01-29,-1,1206.98310704019,-1208.11
2016-02-01,1,-1201.71464507567,1202.79
2016-02-02,-1,1211.34849658275,-1212.48
2016-02-03,1,-1200.15220142983,1201.14
2016-02-04,0,-0,0
2016-02-05,-1,1205.3063446274,-1206.35
2016-02-08,1,-1203.09149511549,1204.05
2016-02-09,-1,1197.67722747714,-1198.7
2016-02-10,-1,1188.00292828142,-1189.05
2016-02-11,-1,1199.50770071342,-1200.65
