date,signal_I1,I50_I1,I300_I1,signal_I2,I300_I2,I500_I2,signal_I3,I50_I3,I500_I3
2016-05-09,-1,3065.55029640375,-3065.61,-1,5743.65785596525,-5743.65,-1,5743.39330811215,-5743.65
2016-05-10,0,-0,0,-1,5738.90696741917,-5738.9,0,-0,0
2016-05-11,0,-0,0,-1,5723.4172310349,-5723.41,-1,5723.15120559347,-5723.41
2016-05-12,0,-0,0,-1,5726.46690293998,-5726.46,-1,5726.20077231823,-5726.46
2016-05-13,0,-0,0,1,-5714.3165983018,5714.31,1,-5714.05013238263,5714.31
2016-05-16,1,-3095.24976528945,3095.31,1,-5812.54624637542,5812.54,1,-5812.27868497284,5812.54
2016-05-17,0,-0,0,0,-0,0,0,-0,0
2016-05-18,-1,3067.98052121618,-3068.04,-1,5631.19844102707,-5631.19,-1,5630.93431081666,-5631.19
2016-05-19,0,-0,0,1,-5666.73659221152,5666.73,1,-5666.46919064279,5666.73
2016-05-20,0,-0,0,1,-5732.90673975436,5732.9,1,-5732.63949832677,5732.9
2016-05-23,1,-3087.15975780154,3087.22,1,-5809.48654791216,5809.48,1,-5809.21859021016,5809.48
2016-05-24,0,-0,0,-1,5743.18745899965,-5743.18,-1,5742.92103788423,-5743.18
2016-05-25,-1,3059.17025506012,-3059.23,-1,5715.18744985253,-5715.18,-1,5714.92144893041,-5715.18
2016-05-26,0,-0,0,1,-5744.39703283332,5744.39,1,-5744.13006754741,5744.39
2016-05-27,0,-0,0,0,-0,0,0,-0,0
2016-05-30,-1,3066.65033928861,-3066.71,-1,5711.31761906503,-5711.31,-1,5711.05182909773,-5711.31
2016-05-31,1,-3169.4998339863,3169.56,1,-5947.32719844242,5947.32,1,-5947.05986476935,5947.32
2016-06-01,1,-3160.48962186023,3160.55,1,-5973.7871684,5973.78,1,-5973.51927209362,5973.78
2016-06-02,1,-3167.03977061882,3167.1,1,-6013.8973391878,6013.89,1,-6013.62987374141,6013.89
2016-06-03,0,-0,0,-1,6032.60780403749,-6032.6,-1,6032.3412444563,-6032.6
2016-06-06,1,-3178.729586276,3178.79,1,-6051.86714568914,6051.86,1,-6051.59900068521,6051.86
2016-06-07,0,-0,0,0,-0,0,-1,6045.10072892266,-6045.36
2016-06-08,0,-0,0,0,-0,0,0,-0,0
2016-06-13,-1,3066.28088566179,-3066.34,-1,5746.44934720483,-5746.44,-1,5746.18572074822,-5746.44
2016-06-14,0,-0,0,0,-0,0,-1,5762.50275936296,-5762.76
2016-06-15,1,-3116.30983590619,3116.37,1,-5952.85761219482,5952.85,1,-5952.5894071061,5952.85
2016-06-16,0,-0,0,1,-5930.54855003693,5930.54,1,-5930.28267596267,5930.54
2016-06-17,0,-0,0,0,-0,0,1,-5964.01266440853,5964.27
2016-06-20,0,-0,0,1,-5985.57858242228,5985.57,1,-5985.31260851535,5985.57
2016-06-21,-1,3106.26054471635,-3106.32,-1,5916.80938179827,-5916.8,-1,5916.54454319836,-5916.8
2016-06-22,1,-3133.90017963743,3133.96,1,-6008.89848951689,6008.89,1,-6008.63180272432,6008.89
2016-06-23,0,-0,0,0,-0,0,0,-0,0
2016-06-24,0,-0,0,0,-0,0,1,-5903.3628878083,5903.62
2016-06-27,1,-3120.48016501064,3120.54,1,-6044.22851586682,6044.22,1,-6043.96163945363,6044.22
2016-06-28,1,-3136.34035220017,3136.4,1,-6107.51881752826,6107.51,1,-6107.25261587655,6107.51
2016-06-29,-1,3151.33075856025,-3151.39,-1,6120.20929428595,-6120.2,-1,6119.9444278146,-6120.2
2016-06-30,0,-0,0,0,-0,0,0,-0,0
2016-07-01,0,-0,0,-1,6111.54925446758,-6111.54,-1,6111.28388129313,-6111.54
2016-07-04,0,-0,0,1,-6231.8890055597,6231.88,1,-6231.6231460877,6231.88
2016-07-05,0,-0,0,1,-6269.50891373234,6269.5,1,-6269.24306421016,6269.5
2016-07-06,1,-3216.7400831805,3216.8,0,-0,0,1,-6297.14279886925,6297.4
2016-07-07,0,-0,0,1,-6319.79886378244,6319.79,1,-6319.53300388357,6319.79
2016-07-08,1,-3192.22008959867,3192.28,1,-6299.85904163347,6299.85,1,-6299.59260803144,6299.85
2016-07-11,0,-0,0,0,-0,0,-1,6312.24347409361,-6312.5
2016-07-12,0,-0,0,-1,6395.15938500711,-6395.15,-1,6394.89373486186,-6395.15
2016-07-13,1,-3282.81004265248,3282.87,1,-6446.56859229477,6446.56,1,-6446.30147271887,6446.56
2016-07-14,0,-0,0,1,-6455.58868573207,6455.58,1,-6455.32233338824,6455.58
2016-07-15,0,-0,0,-1,6441.02901009808,-6441.02,0,-0,0
2016-07-18,-1,3261.96049199567,-3262.02,0,-0,0,-1,6411.81303860236,-6412.07
2016-07-19,0,-0,0,1,-6431.94838199696,6431.94,1,-6431.68130061941,6431.94
2016-07-20,0,-0,0,0,-0,0,1,-6417.66225069886,6417.92
2016-07-21,0,-0,0,0,-0,0,0,-0,0
2016-07-22,0,-0,0,0,-0,0,1,-6390.66220860571,6390.92
2016-07-25,0,-0,0,0,-0,0,1,-6408.52217120847,6408.78
2016-07-26,0,-0,0,0,-0,0,1,-6494.21214403538,6494.47
2016-07-27,-1,3218.1812348887,-3218.24,-1,6229.30112505065,-6229.29,-1,6229.03819420316,-6229.29
2016-07-28,1,-3221.07997720866,3221.14,0,-0,0,1,-6243.03206995335,6243.29
2016-07-29,0,-0,0,0,-0,0,-1,6202.63336887837,-6202.89
2016-08-01,-1,3176.75075380162,-3176.81,-1,6109.29007001844,-6109.28,-1,6109.02475264821,-6109.28
2016-08-02,1,-3188.99017732702,3189.05,1,-6168.51934630903,6168.51,1,-6168.25197604504,6168.51
2016-08-03,1,-3193.45022261628,3193.51,1,-6198.39949496323,6198.39,1,-6198.13235298179,6198.39
2016-08-04,1,-3201.23016403611,3201.29,1,-6238.23947609126,6238.23,1,-6237.97214322965,6238.23
2016-08-05,0,-0,0,-1,6203.30012032842,-6203.29,-1,6203.03413748887,-6203.29
2016-08-08,1,-3234.12016010867,3234.18,1,-6290.76948263037,6290.76,1,-6290.50204083191,6290.76
2016-08-09,0,-0,0,0,-0,0,0,-0,0
2016-08-10,0,-0,0,0,-0,0,-1,6318.0134402257,-6318.27
2016-08-11,-1,3233.30083130097,-3233.36,-1,6226.32054915284,-6226.31,-1,6226.05544757747,-6226.31
2016-08-12,0,-0,0,-1,6299.10005172111,-6299.09,-1,6298.83356769481,-6299.09
2016-08-15,0,-0,0,-1,6442.53970676043,-6442.53,-1,6442.27255507799,-6442.53
2016-08-16,1,-3378.189550869,3378.25,1,-6468.90875611152,6468.9,1,-6468.63876981616,6468.9
2016-08-17,0,-0,0,1,-6488.37896704876,6488.37,1,-6488.11029944904,6488.37
2016-08-18,0,-0,0,1,-6490.4190488605,6490.41,1,-6490.15028197358,6490.41
2016-08-19,0,-0,0,0,-0,0,0,-0,0
2016-08-22,-1,3336.73033868985,-3336.79,-1,6420.35948839699,-6420.35,-1,6420.09185490733,-6420.35
2016-08-23,0,-0,0,0,-0,0,0,-0,0
2016-08-24,0,-0,0,1,-6435.0689717985,6435.06,1,-6434.80019213159,6435.06
2016-08-25,0,-0,0,-1,6382.57936825368,-6382.57,-1,6382.31142128294,-6382.57
2016-08-26,0,-0,0,1,-6410.73895936806,6410.73,1,-6410.47017427976,6410.73
2016-08-29,1,-3307.71996426625,3307.78,1,-6427.53910809598,6427.53,1,-6427.27022380212,6427.53
2016-08-30,-1,3311.93031606905,-3311.99,0,-0,0,-1,6425.49140451376,-6425.75
2016-08-31,0,-0,0,-1,6434.219422382,-6434.21,-1,6433.95109187585,-6434.21
2016-09-01,-1,3301.5202997646,-3301.58,0,-0,0,-1,6381.2211684601,-6381.48
2016-09-02,0,-0,0,-1,6356.95962688564,-6356.95,-1,6356.69174443919,-6356.95
2016-09-05,1,-3319.61998544914,3319.68,1,-6391.79897212489,6391.79,1,-6391.52991506348,6391.79
2016-09-06,1,-3342.56979807981,3342.63,1,-6492.97877617808,6492.97,1,-6492.70893612214,6492.97
2016-09-07,-1,3340.76029857136,-3340.82,0,-0,0,-1,6494.06095402344,-6494.32
2016-09-08,0,-0,0,1,-6517.98904618374,6517.98,1,-6517.72027018,6517.98
2016-09-09,-1,3317.98037663766,-3318.04,0,-0,0,-1,6470.79130653703,-6471.05
2016-09-12,-1,3262.54050830042,-3262.6,-1,6291.65028318003,-6291.64,-1,6291.38348669003,-6291.64
2016-09-13,1,-3260.27008558178,3260.33,1,-6320.03929606703,6320.03,1,-6319.77044796025,6320.03
2016-09-14,0,-0,0,0,-0,0,0,-0,0
2016-09-19,0,-0,0,1,-6344.18946424393,6344.18,1,-6343.92090896461,6344.18
2016-09-20,0,-0,0,0,-0,0,1,-6341.77121235792,6342.03
2016-09-21,0,-0,0,-1,6343.75977686315,-6343.75,0,-0,0
2016-09-22,0,-0,0,0,-0,0,0,-0,0
2016-09-23,-1,3275.61046203551,-3275.67,1,-6370.58945467509,6370.58,0,-0,0
2016-09-26,-1,3220.22064371858,-3220.28,-1,6241.52990069068,-6241.52,-1,6241.26281821467,-6241.52
2016-09-27,0,-0,0,0,-0,0,1,-6286.6515080134,6286.91
2016-09-28,0,-0,0,1,-6281.28956245075,6281.28,1,-6281.02136297871,6281.28
2016-09-29,0,-0,0,0,-0,0,-1,6298.53198494427,-6298.79
2016-09-30,0,-0,0,1,-6328.09957669173,6328.09,1,-6327.83133595616,6328.09
2016-10-10,0,-0,0,1,-6447.69944546524,6447.69,1,-6447.43120056018,6447.69
2016-10-11,0,-0,0,1,-6486.42970575691,6486.42,1,-6486.16175449537,6486.42
2016-10-12,0,-0,0,0,-0,0,1,-6482.48169463206,6482.74
2016-10-13,0,-0,0,0,-0,0,0,-0,0
2016-10-14,-1,3305.7905548916,-3305.85,-1,6469.50002117884,-6469.49,-1,6469.23282529914,-6469.49
2016-10-17,0,-0,0,0,-0,0,0,-0,0
2016-10-18,0,-0,0,1,-6509.28976348403,6509.28,1,-6509.02197069768,6509.28
2016-10-19,0,-0,0,0,-0,0,-1,6495.00236194167,-6495.26
2016-10-20,0,-0,0,0,-0,0,0,-0,0
2016-10-21,-1,3327.68064492525,-3327.74,-1,6475.29020965579,-6475.28,-1,6475.02330482964,-6475.28
2016-10-24,0,-0,0,-1,6539.47991914734,-6539.47,-1,6539.21211817235,-6539.47
2016-10-25,0,-0,0,1,-6563.35958660399,6563.35,1,-6563.09088619281,6563.35
2016-10-26,0,-0,0,0,-0,0,0,-0,0
2016-10-27,0,-0,0,0,-0,0,0,-0,0
2016-10-28,-1,3340.07046252075,-3340.13,-1,6455.84028471284,-6455.83,-1,6455.57298603523,-6455.83
2016-10-31,0,-0,0,0,-0,0,0,-0,0
2016-11-01,0,-0,0,1,-6507.95974453768,6507.95,1,-6507.69126302032,6507.95
2016-11-02,0,-0,0,0,-0,0,0,-0,0
2016-11-03,-1,3365.0203800295,-3365.08,-1,6483.74006818709,-6483.73,-1,6483.47229260791,-6483.73
2016-11-04,-1,3354.12033179667,-3354.18,0,-0,0,-1,6462.33156444499,-6462.59
2016-11-07,0,-0,0,0,-0,0,-1,6468.56139574536,-6468.82
2016-11-08,0,-0,0,0,-0,0,1,-6502.92090057619,6503.18
2016-11-09,1,-3352.98994376593,3353.05,-1,6453.57993754757,-6453.57,0,-0,0
2016-11-10,0,-0,0,1,-6536.96973995183,6536.96,1,-6536.7011082653,6536.96
2016-11-11,0,-0,0,0,-0,0,0,-0,0
2016-11-14,0,-0,0,0,-0,0,0,-0,0
2016-11-15,1,-3429.80991190199,3429.87,1,-6640.46960800996,6640.46,1,-6640.20036443147,6640.46
2016-11-16,0,-0,0,0,-0,0,0,-0,0
2016-11-17,0,-0,0,-1,6636.48000067545,-6636.47,-1,6636.21167476038,-6636.47
2016-11-18,0,-0,0,0,-0,0,0,-0,0
2016-11-21,-1,3441.05030151872,-3441.11,-1,6611.55006722578,-6611.54,-1,6611.28203215349,-6611.54
2016-11-22,0,-0,0,0,-0,0,0,-0,0
2016-11-23,0,-0,0,-1,6631.18008973239,-6631.17,-1,6630.91159358464,-6631.17
2016-11-24,0,-0,0,-1,6623.05999518858,-6623.05,-1,6622.79119323176,-6623.05
2016-11-25,0,-0,0,-1,6652.82990015847,-6652.82,-1,6652.56112790552,-6652.82
2016-11-28,0,-0,0,0,-0,0,0,-0,0
2016-11-29,-1,3563.98019780278,-3564.04,-1,6620.80027220481,-6620.79,-1,6620.53184380772,-6620.79
2016-11-30,0,-0,0,1,-6585.58931988415,6585.58,1,-6585.31867381377,6585.58
2016-12-01,1,-3564.97956374178,3565.04,-1,6624.47949606498,-6624.47,0,-0,0
2016-12-02,-1,3528.90002246585,-3528.96,-1,6520.98978730225,-6520.98,-1,6520.72039669288,-6520.98
2016-12-05,0,-0,0,1,-6486.0285601019,6486.02,1,-6485.75727995742,6486.02
2016-12-06,0,-0,0,1,-6490.89896361583,6490.89,1,-6490.62818939299,6490.89
2016-12-07,0,-0,0,1,-6558.02890519422,6558.02,1,-6557.75787944811,6558.02
2016-12-08,-1,3470.07992891,-3470.14,-1,6527.43937857406,-6527.43,-1,6527.16929995927,-6527.43
2016-12-09,-1,3493.64001256728,-3493.7,-1,6513.92959773467,-6513.92,-1,6513.65974122346,-6513.92
2016-12-12,-1,3409.12075850543,-3409.18,-1,6249.0907031345,-6249.08,-1,6248.82253868017,-6249.08
2016-12-13,1,-3404.97954530882,3405.04,1,-6278.18944961097,6278.18,1,-6277.91764243815,6278.18
2016-12-14,-1,3378.89000327187,-3378.95,0,-0,0,0,-0,0
2016-12-15,1,-3340.36878995039,3340.43,1,-6280.40840073848,6280.4,1,-6280.13349942398,6280.4
2016-12-16,1,-3345.96907944593,3346.03,1,-6318.52916778922,6318.52,1,-6318.25555187951,6318.52
2016-12-19,0,-0,0,1,-6320.73905472666,6320.73,1,-6320.46595100745,6320.73
2016-12-20,0,-0,0,1,-6300.64917348616,6300.64,1,-6300.37629336885,6300.64
2016-12-21,0,-0,0,0,-0,0,0,-0,0
2016-12-22,0,-0,0,0,-0,0,1,-6341.5263373111,6341.79
2016-12-23,-1,3307.53960406844,-3307.6,0,-0,0,-1,6281.73701391507,-6282
2016-12-26,-1,3322.33957418463,-3322.4,-1,6294.75945245702,-6294.75,-1,6294.48707271945,-6294.75
2016-12-27,0,-0,0,0,-0,0,1,-6288.59613948561,6288.86
2016-12-28,0,-0,0,0,-0,0,1,-6269.97625232111,6270.24
2016-12-29,0,-0,0,0,-0,0,-1,6252.3466507334,-6252.61
2016-12-30,0,-0,0,-1,6263.63940467502,-6263.63,-1,6263.3667714466,-6263.63
2017-01-03,0,-0,0,0,-0,0,0,-0,0
2017-01-04,0,-0,0,1,-6394.67911341078,6394.67,1,-6394.40582751949,6394.67
2017-01-05,0,-0,0,0,-0,0,0,-0,0
2017-01-06,0,-0,0,0,-0,0,1,-6371.35624446312,6371.62
2017-01-09,0,-0,0,1,-6415.42921294513,6415.42,1,-6415.15613950162,6415.42
2017-01-10,0,-0,0,-1,6393.9394279758,-6393.93,0,-0,0
2017-01-11,0,-0,0,-1,6331.96951551497,-6331.96,-1,6331.6971053423,-6331.96
2017-01-12,-1,3317.55962953271,-3317.62,-1,6272.85964981802,-6272.85,-1,6272.58748880805,-6272.85
2017-01-13,-1,3319.8496996871,-3319.91,-1,6194.670145073,-6194.66,-1,6194.39842896363,-6194.66
2017-01-16,-1,3319.38987361237,-3319.45,-1,6031.25089240667,-6031.24,-1,6030.97914211156,-6031.24
2017-01-17,1,-3326.29872330575,3326.36,1,-6082.07908881886,6082.07,1,-6081.80326238754,6082.07
2017-01-18,0,-0,0,-1,6068.59973390221,-6068.59,-1,6068.32530681712,-6068.59
2017-01-19,0,-0,0,0,-0,0,0,-0,0
2017-01-20,1,-3354.82890915637,3354.89,1,-6122.00918356694,6122,1,-6121.73371679522,6122
2017-01-23,1,-3364.01888680065,3364.08,1,-6172.1791922022,6172.17,1,-6171.90363992587,6172.17
2017-01-24,0,-0,0,0,-0,0,-1,6164.99491073721,-6165.26
2017-01-25,0,-0,0,0,-0,0,0,-0,0
2017-01-26,0,-0,0,1,-6223.71930851345,6223.71,1,-6223.44402038054,6223.71
2017-02-03,1,-3364.42878886905,3364.49,1,-6207.09921680677,6207.09,1,-6206.82344669713,6207.09
2017-02-06,0,-0,0,1,-6259.25915476751,6259.25,1,-6258.98357145673,6259.25
2017-02-07,0,-0,0,0,-0,0,1,-6255.66405168722,6255.93
2017-02-08,0,-0,0,0,-0,0,1,-6291.33411228491,6291.6
2017-02-09,0,-0,0,1,-6331.18934859061,6331.18,1,-6330.91405254074,6331.18
2017-02-10,0,-0,0,-1,6337.11967530295,-6337.11,-1,6336.84480496935,-6337.11
2017-02-13,0,-0,0,0,-0,0,0,-0,0
2017-02-14,1,-3435.73885766302,3435.8,0,-0,0,1,-6374.61388187592,6374.88
2017-02-15,-1,3421.64922041779,-3421.71,-1,6311.70979256432,-6311.7,-1,6311.4353379159,-6311.7
2017-02-16,1,-3440.86879193643,3440.93,1,-6359.34938928641,6359.34,1,-6359.0736794743,6359.34
2017-02-17,0,-0,0,-1,6307.16965462747,-6307.16,-1,6306.89461688827,-6307.16
2017-02-20,0,-0,0,-1,6385.06958487864,-6385.06,0,-0,0
2017-02-21,0,-0,0,1,-6434.44925377582,6434.44,1,-6434.17360218303,6434.44
2017-02-22,0,-0,0,1,-6474.23927687704,6474.23,1,-6473.9637067133,6474.23
2017-02-23,0,-0,0,1,-6473.99921018007,6473.99,1,-6473.72375955796,6473.99
2017-02-24,0,-0,0,0,-0,0,0,-0,0
2017-02-27,0,-0,0,0,-0,0,0,-0,0
2017-02-28,0,-0,0,1,-6450.97934633004,6450.97,1,-6450.70378993664,6450.97
2017-03-01,0,-0,0,0,-0,0,1,-6467.37402204075,6467.64
2017-03-02,0,-0,0,0,-0,0,1,-6434.36396419736,6434.63
2017-03-03,0,-0,0,1,-6452.84916059934,6452.84,1,-6452.57341365865,6452.84
2017-03-06,1,-3446.41877459871,3446.48,1,-6517.32922050038,6517.32,1,-6517.05312301815,6517.32
2017-03-07,0,-0,0,0,-0,0,-1,6522.9243531338,-6523.19
2017-03-08,-1,3448.66917565325,-3448.73,-1,6497.09960835265,-6497.09,-1,6496.82469030437,-6497.09
2017-03-09,0,-0,0,-1,6439.38964172487,-6439.38,-1,6439.11467678338,-6439.38
2017-03-10,1,-3427.82881353526,3427.89,0,-0,0,1,-6447.65362854771,6447.92
2017-03-13,0,-0,0,0,-0,0,1,-6507.63390543218,6507.9
2017-03-14,0,-0,0,-1,6493.48960702319,-6493.48,-1,6493.21447174649,-6493.48
2017-03-15,0,-0,0,-1,6486.06967077454,-6486.06,-1,6485.79445920677,-6486.06
2017-03-16,0,-0,0,1,-6543.34933166732,6543.34,1,-6543.0738289586,6543.34
2017-03-17,0,-0,0,0,-0,0,0,-0,0
2017-03-20,0,-0,0,0,-0,0,0,-0,0
2017-03-21,0,-0,0,-1,6515.95961147554,-6515.95,0,-0,0
2017-03-22,1,-3449.98882749613,3450.05,1,-6499.79935576437,6499.79,1,-6499.52345980962,6499.79
2017-03-23,0,-0,0,0,-0,0,-1,6511.92430389221,-6512.19
2017-03-24,0,-0,0,-1,6546.62958092221,-6546.62,-1,6546.35430382597,-6546.62
2017-03-27,-1,3477.97921089771,-3478.04,0,-0,0,-1,6515.76451968483,-6516.03
2017-03-28,0,-0,0,0,-0,0,0,-0,0
2017-03-29,0,-0,0,0,-0,0,-1,6480.27417602409,-6480.54
2017-03-30,-1,3436.69941419309,-3436.76,-1,6375.74999821028,-6375.74,-1,6375.47576817273,-6375.74
2017-03-31,0,-0,0,0,-0,0,-1,6401.3843122536,-6401.65
2017-04-05,1,-3503.82891732873,3503.89,1,-6539.97930582692,6539.97,1,-6539.70325331078,6539.97
2017-04-06,0,-0,0,0,-0,0,0,-0,0
2017-04-07,0,-0,0,1,-6578.73961029542,6578.73,1,-6578.46406780332,6578.73
2017-04-10,0,-0,0,0,-0,0,1,-6566.27424817905,6566.54
2017-04-11,1,-3517.26898781352,3517.33,1,-6629.17941140737,6629.17,1,-6628.90354176906,6629.17
2017-04-12,0,-0,0,-1,6576.49006369167,-6576.48,-1,6576.21531222629,-6576.48
2017-04-13,1,-3514.50869651363,3514.57,1,-6615.70952499055,6615.7,1,-6615.43313405201,6615.7
2017-04-14,-1,3486.43927056537,-3486.5,-1,6528.17012093155,-6528.16,-1,6527.89546598911,-6528.16
2017-04-17,-1,3479.87926974338,-3479.94,-1,6456.61035728733,-6456.6,-1,6456.33588819231,-6456.6
2017-04-18,1,-3462.67880256077,3462.74,0,-0,0,1,-6417.944110893,6418.21
2017-04-19,0,-0,0,-1,6350.6602295615,-6350.65,-1,6350.38514803365,-6350.65
2017-04-20,0,-0,0,-1,6347.78015551376,-6347.77,-1,6347.50503390015,-6347.77
2017-04-21,-1,3466.72922047738,-3466.79,-1,6300.72034537752,-6300.71,-1,6300.44568868117,-6300.71
2017-04-24,-1,3431.19952946252,-3431.26,-1,6138.51096519005,-6138.5,-1,6138.23714091005,-6138.5
2017-04-25,0,-0,0,0,-0,0,1,-6160.1942057878,6160.46
2017-04-26,0,-0,0,0,-0,0,1,-6176.13416580377,6176.4
2017-04-27,-1,3446.65918558666,-3446.72,1,-6192.31003046714,6192.3,0,-0,0
2017-04-28,0,-0,0,1,-6211.86985081622,6211.86,1,-6211.59384869975,6211.86
2017-05-02,0,-0,0,1,-6216.12985338179,6216.12,1,-6215.85376803532,6216.12
2017-05-03,0,-0,0,0,-0,0,0,-0,0
2017-05-04,0,-0,0,0,-0,0,-1,6176.04453244742,-6176.31
2017-05-05,-1,3382.48932364512,-3382.55,-1,6089.69058372941,-6089.68,-1,6089.41582377174,-6089.68
2017-05-08,-1,3358.74959714093,-3358.81,-1,5975.55094512316,-5975.54,-1,5975.27668465097,-5975.54
2017-05-09,1,-3352.46884175612,3352.53,1,-6012.00986049034,6012,1,-6011.73300267484,6012
2017-05-10,-1,3337.63943818089,-3337.7,-1,5885.85130540149,-5885.84,-1,5885.57662076081,-5885.84
2017-05-11,0,-0,0,-1,5872.65075914431,-5872.64,-1,5872.37461970182,-5872.64
2017-05-12,-1,3385.31913576869,-3385.38,-1,5863.79073402655,-5863.78,-1,5863.5146786326,-5863.78
2017-05-15,0,-0,0,0,-0,0,1,-5893.24268048734,5893.51
2017-05-16,1,-3428.58819318827,3428.65,1,-6014.7397763519,6014.73,1,-6014.46074082721,6014.73
2017-05-17,0,-0,0,1,-6027.65991189133,6027.65,1,-6027.38162108874,6027.65
2017-05-18,0,-0,0,-1,5976.31059806184,-5976.3,-1,5976.03323967013,-5976.3
2017-05-19,0,-0,0,-1,5974.99042943763,-5974.98,-1,5974.71303047411,-5974.98
2017-05-22,-1,3411.1789602263,-3411.24,-1,5888.82113582239,-5888.81,-1,5888.54451391715,-5888.81
2017-05-23,-1,3424.12889709261,-3424.19,-1,5764.89140157512,-5764.88,-1,5764.61425384827,-5764.88
2017-05-24,0,-0,0,1,-5799.25985758211,5799.25,1,-5798.9800221337,5799.25
2017-05-25,-1,3485.59843121328,-3485.66,-1,5850.81035436823,-5850.8,-1,5850.53111621384,-5850.8
2017-05-26,0,-0,0,0,-0,0,-1,5836.65950699376,-5836.93
2017-05-31,0,-0,0,-1,5824.11017315837,-5824.1,-1,5823.82983585071,-5824.1
2017-06-01,-1,3497.67815317185,-3497.74,-1,5710.01086385288,-5710,-1,5709.73131070303,-5710
2017-06-02,1,-3486.44745772852,3486.51,1,-5772.52912892633,5772.52,1,-5772.24654701807,5772.52
2017-06-05,1,-3468.68736140581,3468.75,1,-5815.80909122004,5815.8,1,-5815.52611942038,5815.8
2017-06-06,0,-0,0,-1,5841.52979196473,-5841.52,-1,5841.24796920438,-5841.52
2017-06-07,1,-3533.8074675046,3533.87,1,-5955.02943500286,5955.02,1,-5954.74687471272,5955.02
2017-06-08,0,-0,0,-1,5958.99005110847,-5958.98,-1,5958.70861732489,-5958.98
2017-06-09,0,-0,0,-1,5969.27982633958,-5969.27,-1,5968.99805873002,-5969.27
2017-06-12,0,-0,0,-1,5902.86021707003,-5902.85,-1,5902.57886397513,-5902.85
2017-06-13,1,-3582.20740338647,3582.27,1,-5980.06924851202,5980.06,1,-5979.78618596684,5980.06
2017-06-14,0,-0,0,1,-5966.43902006204,5966.43,1,-5966.15580975951,5966.43
2017-06-15,1,-3528.72729896516,3528.79,1,-6021.17897590088,6021.17,1,-6020.89524153081,6021.17
2017-06-16,0,-0,0,0,-0,0,1,-6012.72648799204,6013
2017-06-19,-1,3553.60764251484,-3553.67,-1,6057.41958251473,-6057.41,-1,6057.13705287027,-6057.41
2017-06-20,0,-0,0,1,-6066.90927676155,6066.9,1,-6066.62591793066,6066.9
2017-06-21,1,-3587.89736532143,3587.96,-1,6078.19975361875,-6078.19,-1,6077.91698229063,-6078.19
2017-06-22,-1,3590.27781039689,-3590.34,-1,5992.33998056946,-5992.33,-1,5992.05789453073,-5992.33
2017-06-23,1,-3622.81721104615,3622.88,-1,6010.31948686588,-6010.31,-1,6010.03594901177,-6010.31
2017-06-26,1,-3668.0271252856,3668.09,1,-6111.64908638383,6111.64,1,-6111.36489061022,6111.64
2017-06-27,-1,3674.6576387348,-3674.72,0,-0,0,-1,6112.89628054887,-6113.17
2017-06-28,0,-0,0,1,-6086.21908653194,6086.21,1,-6085.93562410895,6086.21
2017-06-29,0,-0,0,0,-0,0,0,-0,0
2017-06-30,0,-0,0,1,-6138.16904414814,6138.16,1,-6137.88536694872,6138.16
2017-07-03,0,-0,0,1,-6177.40866184655,6177.4,1,-6177.1243741764,6177.4
2017-07-04,0,-0,0,1,-6146.85894698798,6146.85,1,-6146.57503771979,6146.85
2017-07-05,-1,3659.61757950563,-3659.68,-1,6193.96921510335,-6193.96,-1,6193.68582681423,-6193.96
2017-07-06,0,-0,0,0,-0,0,0,-0,0
2017-07-07,1,-3655.86717803832,3655.93,1,-6226.01881758542,6226.01,1,-6225.7342937493,6226.01
2017-07-10,-1,3653.62750398635,-3653.69,-1,6206.56917316878,-6206.56,-1,6206.28555926238,-6206.56
2017-07-11,-1,3670.74746506804,-3670.81,-1,6128.99974274103,-6128.99,-1,6128.71649434385,-6128.99
2017-07-12,0,-0,0,1,-6132.9987522513,6132.99,1,-6132.71428878705,6132.99
2017-07-13,-1,3686.85747255798,-3686.92,-1,6149.9391039458,-6149.93,-1,6149.65514140489,-6149.93
2017-07-14,-1,3703.02729308268,-3703.09,-1,6128.74918993649,-6128.74,-1,6128.46492762626,-6128.74
2017-07-17,-1,3663.49774596472,-3663.56,-1,5876.47069700283,-5876.46,-1,5876.18744548952,-5876.46
2017-07-18,1,-3667.11678781131,3667.18,1,-5938.43889561169,5938.43,1,-5938.15228377609,5938.43
2017-07-19,1,-3729.68685334985,3729.75,1,-6059.36924408341,6059.36,1,-6059.08301895213,6059.36
2017-07-20,0,-0,0,0,-0,0,1,-6099.00336035196,6099.28
2017-07-21,1,-3728.53674636683,3728.6,1,-6126.11890684683,6126.11,1,-6125.8320460249,6126.11
2017-07-24,0,-0,0,1,-6167.13922034262,6167.13,0,-0,0
2017-07-25,0,-0,0,1,-6153.60911353697,6153.6,1,-6153.32309880726,6153.6
2017-07-26,0,-0,0,1,-6146.70916476218,6146.7,1,-6146.42313872402,6146.7
2017-07-27,0,-0,0,1,-6184.02910497744,6184.02,1,-6183.74274455596,6184.02
2017-07-28,1,-3721.82685918133,3721.89,1,-6215.46919131865,6215.46,1,-6215.18280064463,6215.46
2017-07-31,1,-3737.80681134531,3737.87,1,-6298.0089502736,6298,1,-6297.72214504087,6298
2017-08-01,-1,3770.3171955137,-3770.38,-1,6286.54969686292,-6286.54,-1,6286.26408403821,-6286.54
